GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0022201219,1610612748,Heat,MIA,Miami,240.000000:00,0.651,0.241,0.175,0.171,0.517,0.267,0.138,0.268
0022201222,1610612764,Wizards,WAS,Washington,240.000000:00,0.495,0.216,0.124,0.241,0.522,0.311,0.144,0.25
0022201222,1610612745,Rockets,HOU,Houston,240.000000:00,0.522,0.311,0.144,0.25,0.495,0.216,0.124,0.276
0022201224,1610612759,Spurs,SAS,San Antonio,240.000000:00,0.563,0.288,0.103,0.228,0.505,0.148,0.036,0.138
0022201224,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.505,0.148,0.036,0.123,0.563,0.288,0.103,0.281
0022201228,1610612762,Jazz,UTA,Utah,240.000000:00,0.554,0.059,0.102,0.137,0.577,0.216,0.103,0.25
0022201228,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.577,0.216,0.103,0.192,0.554,0.059,0.102,0.196
0022201217,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.594,0.188,0.119,0.255,0.494,0.337,0.182,0.22
0022201217,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.494,0.337,0.182,0.2,0.594,0.188,0.119,0.353
0022201220,1610612752,Knicks,NYK,New York,240.000000:00,0.551,0.204,0.132,0.317,0.624,0.427,0.133,0.196
0022201220,1610612754,Pacers,IND,Indiana,240.000000:00,0.624,0.427,0.133,0.174,0.551,0.204,0.132,0.367
0022201216,1610612738,Celtics,BOS,Boston,240.000000:00,0.612,0.157,0.153,0.25,0.51,0.196,0.092,0.315
0022201216,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.51,0.196,0.092,0.296,0.612,0.157,0.153,0.292
0022201230,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.447,0.253,0.123,0.098,0.745,0.167,0.145,0.237
0022201230,1610612744,Warriors,GSW,Golden State,240.000000:00,0.745,0.167,0.145,0.237,0.447,0.253,0.123,0.18
0022201214,1610612759,Spurs,SAS,San Antonio,240.000000:00,0.595,0.253,0.12,0.213,0.673,0.208,0.066,0.245
0022201214,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.673,0.208,0.066,0.224,0.595,0.253,0.12,0.277
0022201213,1610612762,Jazz,UTA,Utah,240.000000:00,0.495,0.23,0.147,0.293,0.539,0.267,0.128,0.154
0022201213,1610612743,Nuggets,DEN,Denver,240.000000:00,0.539,0.267,0.128,0.096,0.495,0.23,0.147,0.345
0022201215,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.607,0.258,0.098,0.152,0.591,0.323,0.114,0.37
0022201215,1610612746,Clippers,LAC,LA,240.000000:00,0.591,0.323,0.114,0.283,0.607,0.258,0.098,0.152
0022201211,1610612758,Kings,SAC,Sacramento,240.000000:00,0.444,0.184,0.12,0.29,0.628,0.308,0.234,0.385
0022201211,1610612744,Warriors,GSW,Golden State,240.000000:00,0.628,0.308,0.234,0.256,0.444,0.184,0.12,0.323
0022201210,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.548,0.14,0.098,0.13,0.585,0.205,0.12,0.178
0022201210,1610612741,Bulls,CHI,Chicago,240.000000:00,0.585,0.205,0.12,0.178,0.548,0.14,0.098,0.185
