GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0022200937,1610612752,Knicks,NYK,New York,240.000000:00,0.719,0.236,0.149,0.184,0.55,0.222,0.13,0.167
0022200937,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.55,0.222,0.13,0.104,0.719,0.236,0.149,0.289
0022200936,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.584,0.265,0.097,0.214,0.481,0.295,0.135,0.222
0022200936,1610612748,Heat,MIA,Miami,240.000000:00,0.481,0.295,0.135,0.111,0.584,0.265,0.097,0.262
0022200938,1610612763,Grizzlies,MEM,Memphis,240.000000:00,0.584,0.229,0.088,0.186,0.461,0.278,0.134,0.39
0022200938,1610612745,Rockets,HOU,Houston,240.000000:00,0.461,0.278,0.134,0.288,0.584,0.229,0.088,0.186
0022200934,1610612765,Pistons,DET,Detroit,240.000000:00,0.59,0.359,0.169,0.175,0.553,0.365,0.145,0.292
0022200934,1610612741,Bulls,CHI,Chicago,240.000000:00,0.553,0.365,0.145,0.208,0.59,0.359,0.169,0.225
0022200940,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.544,0.264,0.127,0.235,0.575,0.488,0.13,0.298
0022200940,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.575,0.488,0.13,0.213,0.544,0.264,0.127,0.333
0022200939,1610612753,Magic,ORL,Orlando,240.000000:00,0.505,0.309,0.121,0.222,0.66,0.202,0.078,0.17
0022200939,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.66,0.202,0.078,0.17,0.505,0.309,0.121,0.278
0022200935,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.543,0.228,0.071,0.192,0.603,0.359,0.135,0.275
0022200935,1610612738,Celtics,BOS,Boston,240.000000:00,0.603,0.359,0.135,0.175,0.543,0.228,0.071,0.308
0022200930,1610612762,Jazz,UTA,Utah,240.000000:00,0.412,0.424,0.187,0.233,0.473,0.275,0.131,0.286
0022200930,1610612759,Spurs,SAS,San Antonio,240.000000:00,0.473,0.275,0.131,0.161,0.412,0.424,0.187,0.35
0022200925,1610612761,Raptors,TOR,Toronto,240.000000:00,0.484,0.202,0.126,0.322,0.592,0.239,0.216,0.194
0022200925,1610612741,Bulls,CHI,Chicago,240.000000:00,0.592,0.239,0.216,0.167,0.484,0.202,0.126,0.39
0022200928,1610612758,Kings,SAC,Sacramento,240.000000:00,0.616,0.366,0.187,0.182,0.495,0.245,0.094,0.241
0022200928,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.495,0.245,0.094,0.207,0.616,0.366,0.187,0.295
0022200924,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.559,0.118,0.15,0.19,0.506,0.301,0.165,0.1
0022200924,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.506,0.301,0.165,0.06,0.559,0.118,0.15,0.31
0022200931,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.5,0.256,0.13,0.176,0.604,0.176,0.173,0.409
0022200931,1610612744,Warriors,GSW,Golden State,240.000000:00,0.604,0.176,0.173,0.273,0.5,0.256,0.13,0.255
0022200926,1610612745,Rockets,HOU,Houston,240.000000:00,0.541,0.103,0.125,0.196,0.663,0.174,0.111,0.262
0022200926,1610612743,Nuggets,DEN,Denver,240.000000:00,0.663,0.174,0.111,0.262,0.541,0.103,0.125,0.294
0022200932,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.528,0.244,0.175,0.192,0.488,0.277,0.229,0.28
0022200932,1610612746,Clippers,LAC,LA,240.000000:00,0.488,0.277,0.229,0.18,0.528,0.244,0.175,0.288
0022200923,1610612764,Wizards,WAS,Washington,240.000000:00,0.526,0.206,0.091,0.32,0.532,0.204,0.092,0.333
0022200923,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.532,0.204,0.092,0.255,0.526,0.206,0.091,0.4
0022200927,1610612763,Grizzlies,MEM,Memphis,240.000000:00,0.482,0.152,0.062,0.226,0.517,0.267,0.24,0.314
0022200927,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.517,0.267,0.24,0.275,0.482,0.152,0.062,0.306
0022200929,1610612754,Pacers,IND,Indiana,240.000000:00,0.596,0.513,0.09,0.125,0.571,0.308,0.069,0.275
0022200929,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.571,0.308,0.069,0.176,0.596,0.513,0.09,0.15
0022200919,1610612765,Pistons,DET,Detroit,240.000000:00,0.473,0.293,0.087,0.185,0.596,0.265,0.166,0.279
0022200919,1610612766,Hornets,CHA,Charlotte,240.000000:00,0.596,0.265,0.166,0.163,0.473,0.293,0.087,0.278
0022200921,1610612752,Knicks,NYK,New York,240.000000:00,0.551,0.436,0.149,0.159,0.494,0.167,0.126,0.188
0022200921,1610612738,Celtics,BOS,Boston,240.000000:00,0.494,0.167,0.126,0.146,0.551,0.436,0.149,0.318
0022200922,1610612753,Magic,ORL,Orlando,240.000000:00,0.513,0.329,0.176,0.234,0.487,0.303,0.181,0.25
0022200922,1610612740,Pelicans,NOP,New Orleans,240.000000:00,0.487,0.303,0.181,0.205,0.513,0.329,0.176,0.319
0022200920,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.507,0.384,0.208,0.205,0.525,0.272,0.142,0.313
0022200920,1610612748,Heat,MIA,Miami,240.000000:00,0.525,0.272,0.142,0.25,0.507,0.384,0.208,0.409
0022200915,1610612758,Kings,SAC,Sacramento,240.000000:00,0.635,0.282,0.195,0.295,0.57,0.267,0.138,0.25
0022200915,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.57,0.267,0.138,0.188,0.635,0.282,0.195,0.341
0022200910,1610612756,Suns,PHX,Phoenix,240.000000:00,0.463,0.232,0.123,0.317,0.511,0.241,0.123,0.296
0022200910,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.511,0.241,0.123,0.204,0.463,0.232,0.123,0.383
0022200913,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.464,0.289,0.106,0.293,0.527,0.151,0.162,0.281
0022200913,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.527,0.151,0.162,0.193,0.464,0.289,0.106,0.345
0022200911,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.575,0.333,0.096,0.136,0.589,0.311,0.152,0.333
0022200911,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.589,0.311,0.152,0.271,0.575,0.333,0.096,0.205
0022200917,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.675,0.455,0.139,0.158,0.485,0.25,0.131,0.433
0022200917,1610612745,Rockets,HOU,Houston,240.000000:00,0.485,0.25,0.131,0.3,0.675,0.455,0.139,0.184
0022200912,1610612764,Wizards,WAS,Washington,240.000000:00,0.461,0.303,0.178,0.235,0.557,0.215,0.123,0.244
0022200912,1610612741,Bulls,CHI,Chicago,240.000000:00,0.557,0.215,0.123,0.195,0.461,0.303,0.178,0.333
0022200916,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.517,0.233,0.152,0.175,0.511,0.242,0.175,0.345
0022200916,1610612744,Warriors,GSW,Golden State,240.000000:00,0.511,0.242,0.175,0.291,0.517,0.233,0.152,0.263
0022200914,1610612761,Raptors,TOR,Toronto,240.000000:00,0.435,0.161,0.139,0.22,0.631,0.167,0.146,0.195
0022200914,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.631,0.167,0.146,0.195,0.435,0.161,0.139,0.271
0022200918,1610612746,Clippers,LAC,LA,265.000000:00,0.55,0.333,0.118,0.118,0.578,0.323,0.14,0.333
0022200918,1610612743,Nuggets,DEN,Denver,265.000000:00,0.578,0.323,0.14,0.216,0.55,0.333,0.118,0.137
0022200909,1610612762,Jazz,UTA,Utah,240.000000:00,0.522,0.304,0.152,0.288,0.438,0.216,0.093,0.267
0022200909,1610612759,Spurs,SAS,San Antonio,240.000000:00,0.438,0.216,0.093,0.15,0.522,0.304,0.152,0.327
0022200906,1610612752,Knicks,NYK,New York,240.000000:00,0.619,0.261,0.179,0.25,0.431,0.206,0.067,0.246
0022200906,1610612740,Pelicans,NOP,New Orleans,240.000000:00,0.431,0.206,0.067,0.2,0.619,0.261,0.179,0.318
0022200907,1610612763,Grizzlies,MEM,Memphis,240.000000:00,0.553,0.084,0.121,0.216,0.466,0.157,0.151,0.218
0022200907,1610612743,Nuggets,DEN,Denver,240.000000:00,0.466,0.157,0.151,0.2,0.553,0.084,0.121,0.275
0022200908,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.506,0.449,0.105,0.17,0.593,0.14,0.136,0.222
0022200908,1610612738,Celtics,BOS,Boston,240.000000:00,0.593,0.14,0.136,0.2,0.506,0.449,0.105,0.234
0022200904,1610612748,Heat,MIA,Miami,240.000000:00,0.469,0.425,0.17,0.14,0.489,0.307,0.144,0.235
0022200904,1610612766,Hornets,CHA,Charlotte,240.000000:00,0.489,0.307,0.144,0.216,0.469,0.425,0.17,0.22
0022200903,1610612761,Raptors,TOR,Toronto,240.000000:00,0.415,0.386,0.079,0.159,0.436,0.149,0.161,0.339
0022200903,1610612765,Pistons,DET,Detroit,240.000000:00,0.436,0.149,0.161,0.288,0.415,0.386,0.079,0.238
0022200905,1610612753,Magic,ORL,Orlando,240.000000:00,0.422,0.422,0.132,0.263,0.561,0.141,0.095,0.255
0022200905,1610612754,Pacers,IND,Indiana,240.000000:00,0.561,0.141,0.095,0.182,0.422,0.422,0.132,0.368
0022200900,1610612741,Bulls,CHI,Chicago,240.000000:00,0.636,0.318,0.111,0.273,0.444,0.235,0.142,0.135
0022200900,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.444,0.235,0.142,0.096,0.636,0.318,0.111,0.295
0022200899,1610612756,Suns,PHX,Phoenix,240.000000:00,0.544,0.356,0.11,0.294,0.511,0.253,0.089,0.298
0022200899,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.511,0.253,0.089,0.246,0.544,0.356,0.11,0.294
0022200896,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.528,0.33,0.108,0.208,0.676,0.271,0.134,0.222
0022200896,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.676,0.271,0.134,0.139,0.528,0.33,0.108,0.208
0022200898,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.554,0.172,0.147,0.135,0.522,0.304,0.105,0.235
0022200898,1610612766,Hornets,CHA,Charlotte,240.000000:00,0.522,0.304,0.105,0.216,0.554,0.172,0.147,0.192
0022200895,1610612764,Wizards,WAS,Washington,240.000000:00,0.614,0.152,0.189,0.075,0.554,0.174,0.121,0.327
0022200895,1610612752,Knicks,NYK,New York,240.000000:00,0.554,0.174,0.121,0.245,0.614,0.152,0.189,0.225
0022200902,1610612758,Kings,SAC,Sacramento,290.000000:00,0.667,0.315,0.116,0.24,0.735,0.367,0.19,0.238
0022200902,1610612746,Clippers,LAC,LA,290.000000:00,0.735,0.367,0.19,0.167,0.667,0.315,0.116,0.28
0022200897,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.577,0.194,0.111,0.192,0.44,0.272,0.096,0.172
0022200897,1610612748,Heat,MIA,Miami,240.000000:00,0.44,0.272,0.096,0.155,0.577,0.194,0.111,0.269
0022200901,1610612745,Rockets,HOU,Houston,240.000000:00,0.451,0.239,0.073,0.22,0.641,0.231,0.194,0.214
0022200901,1610612744,Warriors,GSW,Golden State,240.000000:00,0.641,0.231,0.194,0.167,0.451,0.239,0.073,0.254
0022200891,1610612759,Spurs,SAS,San Antonio,240.000000:00,0.581,0.267,0.165,0.213,0.695,0.439,0.069,0.122
0022200891,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.695,0.439,0.069,0.073,0.581,0.267,0.165,0.255
0022200894,1610612758,Kings,SAC,Sacramento,240.000000:00,0.635,0.365,0.172,0.293,0.548,0.183,0.124,0.255
0022200894,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.548,0.183,0.124,0.176,0.635,0.365,0.172,0.341
0022200893,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.581,0.395,0.15,0.204,0.448,0.2,0.093,0.294
0022200893,1610612744,Warriors,GSW,Golden State,240.000000:00,0.448,0.2,0.093,0.25,0.581,0.395,0.15,0.327
0022200887,1610612754,Pacers,IND,Indiana,265.000000:00,0.638,0.234,0.138,0.217,0.606,0.263,0.142,0.431
0022200887,1610612738,Celtics,BOS,Boston,265.000000:00,0.606,0.263,0.142,0.392,0.638,0.234,0.138,0.304
0022200888,1610612753,Magic,ORL,Orlando,240.000000:00,0.474,0.242,0.131,0.203,0.562,0.235,0.201,0.234
0022200888,1610612765,Pistons,DET,Detroit,240.000000:00,0.562,0.235,0.201,0.128,0.474,0.242,0.131,0.305
0022200890,1610612761,Raptors,TOR,Toronto,240.000000:00,0.516,0.272,0.115,0.216,0.542,0.298,0.127,0.188
0022200890,1610612740,Pelicans,NOP,New Orleans,240.000000:00,0.542,0.298,0.127,0.125,0.516,0.272,0.115,0.255
0022200892,1610612762,Jazz,UTA,Utah,265.000000:00,0.485,0.27,0.188,0.283,0.438,0.241,0.096,0.357
0022200892,1610612760,Thunder,OKC,Oklahoma City,265.000000:00,0.438,0.241,0.096,0.286,0.485,0.27,0.188,0.417
0022200889,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.482,0.429,0.114,0.135,0.431,0.414,0.109,0.304
0022200889,1610612763,Grizzlies,MEM,Memphis,240.000000:00,0.431,0.414,0.109,0.232,0.482,0.429,0.114,0.269
0022200886,1610612743,Nuggets,DEN,Denver,240.000000:00,0.565,0.274,0.174,0.375,0.511,0.222,0.114,0.347
0022200886,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.511,0.222,0.114,0.265,0.565,0.274,0.174,0.396
0022200883,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.557,0.205,0.094,0.184,0.433,0.216,0.062,0.306
0022200883,1610612741,Bulls,CHI,Chicago,240.000000:00,0.433,0.216,0.062,0.242,0.557,0.205,0.094,0.224
0022200884,1610612764,Wizards,WAS,Washington,240.000000:00,0.526,0.179,0.152,0.241,0.453,0.232,0.169,0.351
0022200884,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.453,0.232,0.169,0.281,0.526,0.179,0.152,0.296
0022200885,1610612756,Suns,PHX,Phoenix,240.000000:00,0.534,0.18,0.136,0.143,0.555,0.329,0.14,0.256
0022200885,1610612746,Clippers,LAC,LA,240.000000:00,0.555,0.329,0.14,0.186,0.534,0.18,0.136,0.245
0022200880,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.534,0.54,0.101,0.204,0.393,0.427,0.164,0.317
0022200880,1610612745,Rockets,HOU,Houston,240.000000:00,0.393,0.427,0.164,0.233,0.534,0.54,0.101,0.265
0022200873,1610612759,Spurs,SAS,San Antonio,240.000000:00,0.444,0.187,0.135,0.29,0.521,0.302,0.146,0.31
0022200873,1610612766,Hornets,CHA,Charlotte,240.000000:00,0.521,0.302,0.146,0.259,0.444,0.187,0.135,0.377
0022200875,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.583,0.372,0.127,0.205,0.561,0.305,0.088,0.233
0022200875,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.561,0.305,0.088,0.233,0.583,0.372,0.127,0.282
0022200881,1610612743,Nuggets,DEN,Denver,240.000000:00,0.637,0.179,0.133,0.162,0.548,0.238,0.121,0.152
0022200881,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.548,0.238,0.121,0.13,0.637,0.179,0.133,0.189
0022200877,1610612765,Pistons,DET,Detroit,240.000000:00,0.577,0.19,0.141,0.136,0.647,0.109,0.111,0.273
0022200877,1610612738,Celtics,BOS,Boston,240.000000:00,0.647,0.109,0.111,0.182,0.577,0.19,0.141,0.182
0022200876,1610612752,Knicks,NYK,New York,240.000000:00,0.542,0.229,0.095,0.192,0.438,0.216,0.048,0.169
0022200876,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.438,0.216,0.048,0.136,0.542,0.229,0.095,0.288
0022200882,1610612740,Pelicans,NOP,New Orleans,240.000000:00,0.478,0.27,0.148,0.236,0.59,0.434,0.106,0.17
0022200882,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.59,0.434,0.106,0.128,0.478,0.27,0.148,0.291
0022200878,1610612748,Heat,MIA,Miami,240.000000:00,0.506,0.349,0.087,0.245,0.643,0.26,0.12,0.189
0022200878,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.643,0.26,0.12,0.135,0.506,0.349,0.087,0.327
0022200874,1610612754,Pacers,IND,Indiana,240.000000:00,0.585,0.268,0.182,0.14,0.577,0.25,0.138,0.178
0022200874,1610612741,Bulls,CHI,Chicago,240.000000:00,0.577,0.25,0.138,0.133,0.585,0.268,0.182,0.233
0022200879,1610612762,Jazz,UTA,Utah,240.000000:00,0.527,0.209,0.221,0.294,0.467,0.234,0.038,0.309
0022200879,1610612763,Grizzlies,MEM,Memphis,240.000000:00,0.467,0.234,0.038,0.25,0.527,0.209,0.221,0.412
0022200871,1610612746,Clippers,LAC,LA,240.000000:00,0.625,0.239,0.082,0.273,0.633,0.325,0.112,0.279
0022200871,1610612744,Warriors,GSW,Golden State,240.000000:00,0.633,0.325,0.112,0.186,0.625,0.239,0.082,0.364
0022200870,1610612758,Kings,SAC,Sacramento,240.000000:00,0.53,0.289,0.174,0.271,0.608,0.182,0.147,0.275
0022200870,1610612756,Suns,PHX,Phoenix,240.000000:00,0.608,0.182,0.147,0.2,0.53,0.289,0.174,0.313
0022200869,1610612749,Bucks,MIL,Milwaukee,265.000000:00,0.578,0.389,0.166,0.2,0.551,0.202,0.115,0.164
0022200869,1610612738,Celtics,BOS,Boston,265.000000:00,0.551,0.202,0.115,0.145,0.578,0.389,0.166,0.26
0022200868,1610612761,Raptors,TOR,Toronto,240.000000:00,0.651,0.241,0.202,0.361,0.589,0.214,0.186,0.326
0022200868,1610612753,Magic,ORL,Orlando,240.000000:00,0.589,0.214,0.186,0.209,0.651,0.241,0.202,0.389
0022200872,1610612764,Wizards,WAS,Washington,240.000000:00,0.677,0.278,0.161,0.147,0.488,0.279,0.124,0.236
0022200872,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.488,0.279,0.124,0.218,0.677,0.278,0.161,0.235
0022200865,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.633,0.313,0.124,0.256,0.589,0.345,0.111,0.304
0022200865,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.589,0.345,0.111,0.196,0.633,0.313,0.124,0.308
0022200864,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.472,0.2,0.168,0.269,0.588,0.243,0.196,0.194
0022200864,1610612740,Pelicans,NOP,New Orleans,240.000000:00,0.588,0.243,0.196,0.111,0.472,0.2,0.168,0.423
0022200866,1610612764,Wizards,WAS,Washington,240.000000:00,0.675,0.263,0.175,0.265,0.697,0.169,0.159,0.359
0022200866,1610612744,Warriors,GSW,Golden State,240.000000:00,0.697,0.169,0.159,0.282,0.675,0.263,0.175,0.294
0022200862,1610612752,Knicks,NYK,New York,240.000000:00,0.64,0.317,0.084,0.15,0.526,0.423,0.108,0.292
0022200862,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.526,0.423,0.108,0.208,0.64,0.317,0.084,0.25
0022200867,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.593,0.134,0.069,0.154,0.505,0.221,0.126,0.327
0022200867,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.505,0.221,0.126,0.255,0.593,0.134,0.069,0.173
0022200858,1610612759,Spurs,SAS,San Antonio,240.000000:00,0.553,0.235,0.179,0.256,0.622,0.321,0.152,0.306
0022200858,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.622,0.321,0.152,0.306,0.553,0.235,0.179,0.419
0022200857,1610612766,Hornets,CHA,Charlotte,240.000000:00,0.75,0.274,0.157,0.091,0.542,0.194,0.106,0.364
0022200857,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.542,0.194,0.106,0.291,0.75,0.274,0.157,0.182
0022200861,1610612748,Heat,MIA,Miami,240.000000:00,0.506,0.225,0.092,0.176,0.651,0.197,0.145,0.235
0022200861,1610612743,Nuggets,DEN,Denver,240.000000:00,0.651,0.197,0.145,0.176,0.506,0.225,0.092,0.353
0022200863,1610612753,Magic,ORL,Orlando,240.000000:00,0.519,0.235,0.179,0.156,0.424,0.221,0.159,0.255
0022200863,1610612741,Bulls,CHI,Chicago,240.000000:00,0.424,0.221,0.159,0.196,0.519,0.235,0.179,0.2
0022200859,1610612762,Jazz,UTA,Utah,240.000000:00,0.594,0.294,0.183,0.25,0.566,0.22,0.107,0.184
0022200859,1610612754,Pacers,IND,Indiana,240.000000:00,0.566,0.22,0.107,0.163,0.594,0.294,0.183,0.364
0022200860,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.652,0.207,0.162,0.189,0.442,0.36,0.167,0.358
0022200860,1610612745,Rockets,HOU,Houston,240.000000:00,0.442,0.36,0.167,0.283,0.652,0.207,0.162,0.216
0022200856,1610612761,Raptors,TOR,Toronto,240.000000:00,0.546,0.414,0.082,0.283,0.589,0.405,0.171,0.333
0022200856,1610612765,Pistons,DET,Detroit,240.000000:00,0.589,0.405,0.171,0.143,0.546,0.414,0.082,0.37
0022200855,1610612763,Grizzlies,MEM,Memphis,240.000000:00,0.571,0.25,0.081,0.065,0.563,0.295,0.115,0.327
0022200855,1610612738,Celtics,BOS,Boston,240.000000:00,0.563,0.295,0.115,0.288,0.571,0.25,0.081,0.13
0022200846,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.48,0.4,0.13,0.186,0.473,0.141,0.095,0.333
0022200846,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.473,0.141,0.095,0.211,0.48,0.4,0.13,0.256
0022200848,1610612753,Magic,ORL,Orlando,265.000000:00,0.489,0.264,0.175,0.231,0.506,0.271,0.192,0.34
0022200848,1610612748,Heat,MIA,Miami,265.000000:00,0.506,0.271,0.192,0.22,0.489,0.264,0.175,0.288
0022200853,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.494,0.292,0.15,0.2,0.479,0.125,0.145,0.228
0022200853,1610612744,Warriors,GSW,Golden State,240.000000:00,0.479,0.125,0.145,0.123,0.494,0.292,0.15,0.24
0022200849,1610612764,Wizards,WAS,Washington,240.000000:00,0.72,0.293,0.19,0.286,0.526,0.179,0.086,0.4
0022200849,1610612754,Pacers,IND,Indiana,240.000000:00,0.526,0.179,0.086,0.309,0.72,0.293,0.19,0.393
0022200852,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.471,0.221,0.134,0.192,0.52,0.203,0.236,0.25
0022200852,1610612741,Bulls,CHI,Chicago,240.000000:00,0.52,0.203,0.236,0.15,0.471,0.221,0.134,0.25
0022200854,1610612758,Kings,SAC,Sacramento,265.000000:00,0.55,0.25,0.065,0.22,0.626,0.209,0.148,0.167
0022200854,1610612742,Mavericks,DAL,Dallas,265.000000:00,0.626,0.209,0.148,0.146,0.55,0.25,0.065,0.24
0022200851,1610612762,Jazz,UTA,Utah,240.000000:00,0.563,0.318,0.118,0.234,0.516,0.4,0.061,0.411
0022200851,1610612752,Knicks,NYK,New York,240.000000:00,0.516,0.4,0.061,0.357,0.563,0.318,0.118,0.277
0022200847,1610612743,Nuggets,DEN,Denver,240.000000:00,0.53,0.172,0.131,0.275,0.518,0.341,0.131,0.18
0022200847,1610612766,Hornets,CHA,Charlotte,240.000000:00,0.518,0.341,0.131,0.1,0.53,0.172,0.131,0.333
0022200850,1610612759,Spurs,SAS,San Antonio,240.000000:00,0.484,0.181,0.186,0.255,0.534,0.184,0.093,0.321
0022200850,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.534,0.184,0.093,0.25,0.484,0.181,0.186,0.327
0022200842,1610612740,Pelicans,NOP,New Orleans,240.000000:00,0.53,0.305,0.146,0.234,0.624,0.176,0.15,0.359
0022200842,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.624,0.176,0.15,0.308,0.53,0.305,0.146,0.362
0022200840,1610612748,Heat,MIA,Miami,240.000000:00,0.494,0.286,0.174,0.133,0.458,0.286,0.176,0.321
0022200840,1610612745,Rockets,HOU,Houston,240.000000:00,0.458,0.286,0.176,0.189,0.494,0.286,0.174,0.178
0022200845,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.594,0.178,0.111,0.196,0.559,0.165,0.102,0.07
0022200845,1610612746,Clippers,LAC,LA,240.000000:00,0.559,0.165,0.102,0.07,0.594,0.178,0.111,0.261
0022200835,1610612759,Spurs,SAS,San Antonio,290.000000:00,0.486,0.318,0.148,0.2,0.463,0.458,0.129,0.403
0022200835,1610612765,Pistons,DET,Detroit,290.000000:00,0.463,0.458,0.129,0.313,0.486,0.318,0.148,0.323
0022200836,1610612756,Suns,PHX,Phoenix,240.000000:00,0.516,0.258,0.167,0.373,0.488,0.329,0.148,0.264
0022200836,1610612754,Pacers,IND,Indiana,240.000000:00,0.488,0.329,0.148,0.208,0.516,0.258,0.167,0.451
0022200841,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.551,0.136,0.173,0.146,0.643,0.321,0.179,0.256
0022200841,1610612763,Grizzlies,MEM,Memphis,240.000000:00,0.643,0.321,0.179,0.231,0.551,0.136,0.173,0.208
0022200838,1610612766,Hornets,CHA,Charlotte,240.000000:00,0.527,0.28,0.122,0.212,0.635,0.191,0.141,0.149
0022200838,1610612738,Celtics,BOS,Boston,240.000000:00,0.635,0.191,0.141,0.106,0.527,0.28,0.122,0.25
0022200837,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.607,0.262,0.084,0.143,0.599,0.198,0.125,0.146
0022200837,1610612752,Knicks,NYK,New York,240.000000:00,0.599,0.198,0.125,0.098,0.607,0.262,0.084,0.238
0022200843,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.658,0.408,0.199,0.257,0.639,0.422,0.111,0.351
0022200843,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.639,0.422,0.111,0.27,0.658,0.408,0.199,0.371
0022200839,1610612762,Jazz,UTA,Utah,240.000000:00,0.575,0.333,0.158,0.196,0.516,0.33,0.12,0.283
0022200839,1610612761,Raptors,TOR,Toronto,240.000000:00,0.516,0.33,0.12,0.17,0.575,0.333,0.158,0.304
0022200844,1610612758,Kings,SAC,Sacramento,240.000000:00,0.604,0.444,0.147,0.139,0.591,0.216,0.123,0.267
0022200844,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.591,0.216,0.123,0.244,0.604,0.444,0.147,0.167
0022200832,1610612756,Suns,PHX,Phoenix,240.000000:00,0.494,0.337,0.109,0.18,0.505,0.284,0.179,0.473
0022200832,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.505,0.284,0.179,0.364,0.494,0.337,0.109,0.2
0022200831,1610612753,Magic,ORL,Orlando,240.000000:00,0.531,0.196,0.1,0.283,0.524,0.286,0.154,0.271
0022200831,1610612743,Nuggets,DEN,Denver,240.000000:00,0.524,0.286,0.154,0.146,0.531,0.196,0.1,0.34
0022200834,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.515,0.182,0.108,0.286,0.511,0.236,0.121,0.24
0022200834,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.511,0.236,0.121,0.22,0.515,0.182,0.108,0.375
0022200833,1610612741,Bulls,CHI,Chicago,240.000000:00,0.489,0.231,0.115,0.154,0.522,0.275,0.108,0.241
0022200833,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.522,0.275,0.108,0.204,0.489,0.231,0.115,0.231
