GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22201230,1610612744,GSW,Golden State,1628978,Donte DiVincenzo,Donte,F,,21:17,3.0,7.0,0.429,2.0,5.0,0.4,2.0,2.0,1.0,1.0,5.0,6.0,8.0,5.0,0.0,2.0,0.0,10.0,21.0
22201230,1610612744,GSW,Golden State,203110,Draymond Green,Draymond,F,,19:41,4.0,7.0,0.571,1.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,2.0,3.0,0.0,9.0,23.0
22201230,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,C,,21:10,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,4.0,0.0,0.0,0.0,1.0,4.0,26.0
22201230,1610612744,GSW,Golden State,202691,Klay Thompson,Klay,G,,21:40,7.0,14.0,0.5,6.0,11.0,0.545,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,3.0,2.0,20.0,24.0
22201230,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,22:27,9.0,15.0,0.6,5.0,10.0,0.5,3.0,3.0,1.0,0.0,5.0,5.0,7.0,0.0,0.0,1.0,0.0,26.0,26.0
22201230,1610612744,GSW,Golden State,1627780,Gary Payton II,Gary,,,20:20,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,4.0,4.0,0.0,0.0,3.0,4.0,17.0
22201230,1610612744,GSW,Golden State,1629673,Jordan Poole,Jordan,,,17:16,7.0,9.0,0.778,4.0,5.0,0.8,3.0,4.0,0.75,0.0,4.0,4.0,2.0,0.0,0.0,2.0,3.0,21.0,31.0
22201230,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,,,29:07,10.0,14.0,0.714,4.0,7.0,0.571,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,25.0,39.0
22201230,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,,,24:00,6.0,9.0,0.667,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,7.0,6.0,1.0,2.0,3.0,2.0,15.0,35.0
22201230,1610612744,GSW,Golden State,203210,JaMychal Green,JaMychal,,,11:58,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,10.0
22201230,1610612744,GSW,Golden State,1630237,Anthony Lamb,Anthony,,,10:41,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,4.0,11.0
22201230,1610612744,GSW,Golden State,1631311,Lester Quinones,Lester,,,10:41,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,11.0
22201230,1610612744,GSW,Golden State,1631116,Patrick Baldwin Jr.,Patrick,,,9:42,3.0,7.0,0.429,2.0,5.0,0.4,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,6.0
22201230,1610612757,POR,Portland,1631466,Nate Williams,Nate,F,,31:01,7.0,12.0,0.583,1.0,2.0,0.5,2.0,2.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,17.0,-25.0
22201230,1610612757,POR,Portland,1628995,Kevin Knox II,Kevin,F,,33:03,4.0,16.0,0.25,2.0,9.0,0.222,3.0,4.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,13.0,-34.0
22201230,1610612757,POR,Portland,1630570,Trendon Watford,Trendon,C,,19:38,4.0,8.0,0.5,1.0,1.0,1.0,2.0,4.0,0.5,0.0,4.0,4.0,4.0,0.0,1.0,3.0,1.0,11.0,-16.0
22201230,1610612757,POR,Portland,1631101,Shaedon Sharpe,Shaedon,G,,28:16,7.0,18.0,0.389,2.0,8.0,0.25,2.0,2.0,1.0,1.0,6.0,7.0,4.0,1.0,0.0,5.0,0.0,18.0,-35.0
22201230,1610612757,POR,Portland,1630219,Skylar Mays,Skylar,G,,40:43,7.0,17.0,0.412,2.0,7.0,0.286,5.0,5.0,1.0,0.0,4.0,4.0,12.0,3.0,0.0,2.0,2.0,21.0,-44.0
22201230,1610612757,POR,Portland,1631219,John Butler Jr.,John,,,22:01,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,-37.0
22201230,1610612757,POR,Portland,1631133,Jabari Walker,Jabari,,,20:44,4.0,6.0,0.667,0.0,2.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,9.0,-29.0
