GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22200101,1610612763,MEM,Memphis,1628415,Dillon Brooks,Dillon,F,,29:50,6.0,16.0,0.375,3.0,7.0,0.429,4.0,8.0,0.5,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,19.0,-2.0
22200101,1610612763,MEM,Memphis,1630583,Santi Aldama,Santi,F,,23:41,1.0,7.0,0.143,0.0,1.0,0.0,1.0,2.0,0.5,4.0,4.0,8.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0
22200101,1610612763,MEM,Memphis,203500,Steven Adams,Steven,C,,18:31,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,9.0,1.0,1.0,1.0,4.0,1.0,2.0,-11.0
22200101,1610612763,MEM,Memphis,1629723,John Konchar,John,G,,25:47,2.0,8.0,0.25,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,4.0,4.0,-12.0
22200101,1610612763,MEM,Memphis,1629630,Ja Morant,Ja,G,,31:30,12.0,18.0,0.667,1.0,2.0,0.5,12.0,15.0,0.8,1.0,4.0,5.0,4.0,0.0,0.0,3.0,2.0,37.0,-19.0
22200101,1610612763,MEM,Memphis,1631223,David Roddy,David,,,28:46,0.0,8.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,6.0,0.0,2.0,1.0,0.0,1.0,2.0,-20.0
22200101,1610612763,MEM,Memphis,1626145,Tyus Jones,Tyus,,,27:18,5.0,9.0,0.556,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,1.0,12.0,-18.0
22200101,1610612763,MEM,Memphis,1629634,Brandon Clarke,Brandon,,,15:59,4.0,7.0,0.571,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,8.0,-9.0
22200101,1610612763,MEM,Memphis,1630214,Xavier Tillman,Xavier,,,17:07,3.0,4.0,0.75,0.0,0.0,0.0,2.0,7.0,0.286,3.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,8.0,-2.0
22200101,1610612763,MEM,Memphis,1631113,Kennedy Chandler,Kennedy,,,12:11,1.0,3.0,0.333,0.0,1.0,0.0,1.0,3.0,0.333,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0
22200101,1610612763,MEM,Memphis,1631246,Vince Williams Jr.,Vince,,,4:40,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0
22200101,1610612763,MEM,Memphis,1631254,Kenneth Lofton Jr.,Kenneth,,,4:40,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
22200101,1610612762,UTA,Utah,1628374,Lauri Markkanen,Lauri,F,,31:34,11.0,15.0,0.733,4.0,6.0,0.667,5.0,6.0,0.833,4.0,7.0,11.0,2.0,1.0,4.0,2.0,2.0,31.0,15.0
22200101,1610612762,UTA,Utah,203482,Kelly Olynyk,Kelly,F,,21:12,2.0,7.0,0.286,0.0,3.0,0.0,3.0,4.0,0.75,1.0,2.0,3.0,1.0,4.0,1.0,2.0,6.0,7.0,5.0
22200101,1610612762,UTA,Utah,1629020,Jarred Vanderbilt,Jarred,C,,22:20,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,0.0,2.0,5.0,7.0,5.0,1.0,1.0,2.0,4.0,7.0,-4.0
22200101,1610612762,UTA,Utah,203903,Jordan Clarkson,Jordan,G,,33:20,3.0,14.0,0.214,2.0,8.0,0.25,3.0,5.0,0.6,1.0,6.0,7.0,7.0,0.0,0.0,1.0,4.0,11.0,14.0
22200101,1610612762,UTA,Utah,201144,Mike Conley,Mike,G,,30:15,5.0,9.0,0.556,5.0,7.0,0.714,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,2.0,15.0,15.0
22200101,1610612762,UTA,Utah,1627736,Malik Beasley,Malik,,,26:21,7.0,12.0,0.583,4.0,9.0,0.444,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,2.0,1.0,18.0,14.0
22200101,1610612762,UTA,Utah,1629012,Collin Sexton,Collin,,,24:15,4.0,9.0,0.444,2.0,4.0,0.5,5.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,4.0,15.0,19.0
22200101,1610612762,UTA,Utah,1630534,Ochai Agbaji,Ochai,,,21:10,2.0,6.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0
22200101,1610612762,UTA,Utah,1629659,Talen Horton-Tucker,Talen,,,19:42,5.0,11.0,0.455,1.0,6.0,0.167,2.0,2.0,1.0,1.0,4.0,5.0,2.0,0.0,0.0,3.0,1.0,13.0,-1.0
22200101,1610612762,UTA,Utah,1628962,Udoka Azubuike,Udoka,,,3:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
22200101,1610612762,UTA,Utah,1629638,Nickeil Alexander-Walker,Nickeil,,,3:17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0
22200101,1610612762,UTA,Utah,1630695,Micah Potter,Micah,,,3:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
22200100,1610612765,DET,Detroit,1630180,Saddiq Bey,Saddiq,F,,26:51,4.0,9.0,0.444,1.0,4.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,10.0,-12.0
22200100,1610612765,DET,Detroit,202711,Bojan Bogdanović,Bojan,F,,35:05,9.0,16.0,0.563,3.0,6.0,0.5,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,1.0,2.0,23.0,-5.0
22200100,1610612765,DET,Detroit,1630191,Isaiah Stewart,Isaiah,C,,29:30,4.0,9.0,0.444,0.0,2.0,0.0,3.0,4.0,0.75,5.0,6.0,11.0,2.0,0.0,1.0,2.0,5.0,11.0,-3.0
