GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22201211,1610612758,Kings,SAC,Sacramento,240:00,38,98,0.388,11,39,0.282,10,18,0.556,18,22,40,24,10,3,12,16,97,-22
22201211,1610612744,Warriors,GSW,Golden State,240:00,41,78,0.526,16,36,0.444,21,24,0.875,10,37,47,36,6,7,24,22,119,22
22201206,1610612761,Raptors,TOR,Toronto,240:00,40,93,0.43,9,31,0.29,13,17,0.765,12,23,35,21,12,2,7,17,102,-19
22201206,1610612738,Celtics,BOS,Boston,240:00,45,81,0.556,15,44,0.341,16,21,0.762,13,40,53,37,4,7,19,14,121,19
22201208,1610612749,Bucks,MIL,Milwaukee,240:00,42,92,0.457,21,49,0.429,9,11,0.818,11,27,38,30,5,3,17,15,114,-23
22201208,1610612763,Grizzlies,MEM,Memphis,240:00,53,93,0.57,20,42,0.476,11,15,0.733,11,33,44,39,9,6,12,20,137,23
22201202,1610612745,Rockets,HOU,Houston,240:00,42,89,0.472,7,21,0.333,21,28,0.75,14,34,48,21,11,9,18,23,112,3
22201202,1610612766,Hornets,CHA,Charlotte,240:00,38,88,0.432,13,41,0.317,20,27,0.741,7,34,41,22,10,9,17,21,109,-3
22201205,1610612755,76ers,PHI,Philadelphia,265:00,51,102,0.5,11,22,0.5,23,29,0.793,13,39,52,33,10,2,20,22,136,5
22201205,1610612737,Hawks,ATL,Atlanta,265:00,51,92,0.554,10,33,0.303,19,28,0.679,4,34,38,32,11,7,20,19,131,-5
22201204,1610612764,Wizards,WAS,Washington,240:00,39,84,0.464,7,33,0.212,29,37,0.784,12,38,50,23,4,3,16,18,114,6
22201204,1610612748,Heat,MIA,Miami,240:00,43,98,0.439,15,47,0.319,7,12,0.583,14,33,47,26,7,4,16,29,108,-6
22201212,1610612756,Suns,PHX,Phoenix,240:00,43,104,0.413,9,36,0.25,12,14,0.857,13,34,47,23,7,10,9,12,107,-14
