GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22200914,1610612739,Cavaliers,CLE,Cleveland,240:00,44,84,0.524,18,36,0.5,12,14,0.857,8,37,45,31,7,5,13,17,118,25
22200918,1610612746,Clippers,LAC,LA,265:00,44,90,0.489,11,34,0.324,25,30,0.833,6,32,38,24,11,5,12,25,124,-10
22200918,1610612743,Nuggets,DEN,Denver,265:00,49,96,0.51,13,39,0.333,23,31,0.742,11,39,50,35,10,3,14,23,134,10
22200915,1610612758,Kings,SAC,Sacramento,240:00,45,85,0.529,18,43,0.419,16,24,0.667,13,35,48,32,7,1,19,21,124,9
22200915,1610612760,Thunder,OKC,Oklahoma City,240:00,41,86,0.477,16,40,0.4,17,23,0.739,9,28,37,24,10,0,14,19,115,-9
22200911,1610612751,Nets,BKN,Brooklyn,240:00,43,87,0.494,14,39,0.359,27,29,0.931,6,31,37,20,12,6,9,21,127,-2
22200911,1610612737,Hawks,ATL,Atlanta,240:00,45,90,0.5,16,30,0.533,23,28,0.821,13,33,46,20,7,2,15,18,129,2
22200916,1610612750,Timberwolves,MIN,Minnesota,240:00,38,90,0.422,17,45,0.378,11,21,0.524,10,33,43,26,11,8,16,18,104,-5
22200916,1610612744,Warriors,GSW,Golden State,240:00,39,91,0.429,15,42,0.357,16,22,0.727,16,40,56,23,11,5,16,19,109,5
22200912,1610612764,Wizards,WAS,Washington,240:00,32,76,0.421,6,28,0.214,12,23,0.522,12,30,42,22,5,1,16,18,82,-20
22200912,1610612741,Bulls,CHI,Chicago,240:00,40,79,0.506,8,30,0.267,14,17,0.824,8,31,39,21,7,3,8,19,102,20
22200910,1610612756,Suns,PHX,Phoenix,240:00,40,95,0.421,8,24,0.333,13,22,0.591,19,36,55,21,4,5,12,22,101,-3
22200910,1610612749,Bucks,MIL,Milwaukee,240:00,38,87,0.437,13,45,0.289,15,21,0.714,11,34,45,15,4,7,11,20,104,3
22200903,1610612761,Raptors,TOR,Toronto,240:00,33,88,0.375,7,26,0.269,22,34,0.647,10,36,46,22,9,5,8,18,95,4
22200903,1610612765,Pistons,DET,Detroit,240:00,38,94,0.404,6,24,0.25,9,14,0.643,17,45,62,26,4,5,13,27,91,-4
22200908,1610612755,76ers,PHI,Philadelphia,240:00,35,78,0.449,9,27,0.333,28,35,0.8,8,34,42,19,8,3,10,13,107,-3
22200908,1610612738,Celtics,BOS,Boston,240:00,43,86,0.5,16,36,0.444,8,12,0.667,9,35,44,20,6,4,12,22,110,3
22200909,1610612762,Jazz,UTA,Utah,240:00,43,92,0.467,10,28,0.357,22,28,0.786,15,41,56,29,5,11,14,16,118,16
22200909,1610612759,Spurs,SAS,San Antonio,240:00,38,97,0.392,9,34,0.265,17,21,0.81,9,32,41,21,5,6,9,21,102,-16
22200904,1610612748,Heat,MIA,Miami,240:00,32,80,0.4,11,36,0.306,28,34,0.824,7,35,42,24,7,3,16,25,103,-5
22200904,1610612766,Hornets,CHA,Charlotte,240:00,38,88,0.432,10,31,0.323,22,27,0.815,11,37,48,20,10,2,15,22,108,5
22200905,1610612753,Magic,ORL,Orlando,240:00,35,90,0.389,6,29,0.207,32,38,0.842,15,40,55,16,4,8,13,19,108,-13
22200905,1610612754,Pacers,IND,Indiana,240:00,48,99,0.485,15,40,0.375,10,14,0.714,10,35,45,35,9,8,7,24,121,13
22200906,1610612752,Knicks,NYK,New York,240:00,45,88,0.511,19,48,0.396,19,23,0.826,11,43,54,24,1,7,19,22,128,22
22200906,1610612740,Pelicans,NOP,New Orleans,240:00,40,102,0.392,8,38,0.211,18,21,0.857,13,26,39,25,11,0,7,15,106,-22
22200907,1610612763,Grizzlies,MEM,Memphis,240:00,45,95,0.474,15,44,0.341,7,8,0.875,11,39,50,25,10,3,12,13,112,18
22200907,1610612743,Nuggets,DEN,Denver,240:00,36,89,0.404,11,37,0.297,11,14,0.786,11,37,48,22,4,4,15,13,94,-18
22200897,1610612749,Bucks,MIL,Milwaukee,240:00,47,98,0.48,19,46,0.413,15,19,0.789,10,47,57,27,6,1,10,18,128,29
22200897,1610612748,Heat,MIA,Miami,240:00,36,92,0.391,9,40,0.225,18,25,0.72,9,36,45,21,5,5,10,17,99,-29
22200899,1610612756,Suns,PHX,Phoenix,240:00,42,90,0.467,14,38,0.368,26,32,0.813,15,39,54,23,5,5,11,22,124,9
22200899,1610612760,Thunder,OKC,Oklahoma City,240:00,41,95,0.432,15,38,0.395,18,24,0.75,14,33,47,27,5,2,9,21,115,-9
22200898,1610612750,Timberwolves,MIN,Minnesota,240:00,46,93,0.495,11,33,0.333,10,16,0.625,7,38,45,25,6,11,15,20,113,-8
22200898,1610612766,Hornets,CHA,Charlotte,240:00,43,92,0.467,10,28,0.357,25,28,0.893,11,41,52,25,10,4,11,17,121,8
22200895,1610612764,Wizards,WAS,Washington,240:00,39,79,0.494,19,44,0.432,12,12,1.0,3,31,34,25,6,6,17,20,109,-6
22200895,1610612752,Knicks,NYK,New York,240:00,45,92,0.489,12,29,0.414,13,16,0.813,12,31,43,21,9,2,12,17,115,6
22200893,1610612747,Lakers,LAL,Los Angeles,240:00,42,86,0.488,16,30,0.533,24,34,0.706,10,48,58,30,8,3,14,20,124,13
22200893,1610612744,Warriors,GSW,Golden State,240:00,40,105,0.381,14,49,0.286,17,21,0.81,17,31,48,24,10,3,10,23,111,-13
22200887,1610612754,Pacers,IND,Indiana,265:00,49,94,0.521,22,49,0.449,18,22,0.818,10,27,37,33,10,5,14,23,138,-4
22200887,1610612738,Celtics,BOS,Boston,265:00,51,99,0.515,18,39,0.462,22,26,0.846,20,31,51,31,7,6,15,18,142,4
22200886,1610612743,Nuggets,DEN,Denver,240:00,39,84,0.464,17,36,0.472,20,23,0.87,18,29,47,30,7,4,16,20,115,6
22200886,1610612739,Cavaliers,CLE,Cleveland,240:00,43,90,0.478,6,26,0.231,17,20,0.85,13,28,41,24,10,2,10,21,109,-6
22200894,1610612758,Kings,SAC,Sacramento,240:00,47,85,0.553,14,34,0.412,25,31,0.806,12,37,49,27,9,4,18,16,133,17
22200894,1610612757,Trail Blazers,POR,Portland,240:00,43,93,0.462,16,38,0.421,14,17,0.824,9,24,33,26,12,3,12,23,116,-17
22200892,1610612762,Jazz,UTA,Utah,265:00,42,100,0.42,13,48,0.271,23,27,0.852,17,41,58,26,8,10,21,29,120,1
22200892,1610612760,Thunder,OKC,Oklahoma City,265:00,45,112,0.402,8,37,0.216,21,27,0.778,20,34,54,23,8,3,10,23,119,-1
22200891,1610612759,Spurs,SAS,San Antonio,240:00,45,86,0.523,10,25,0.4,16,23,0.696,10,35,45,30,4,1,16,25,116,-26
22200891,1610612742,Mavericks,DAL,Dallas,240:00,46,82,0.561,22,42,0.524,28,36,0.778,3,33,36,27,10,5,6,18,142,26
22200889,1610612755,76ers,PHI,Philadelphia,240:00,34,84,0.405,13,36,0.361,29,36,0.806,7,36,43,25,3,10,10,26,110,5
22200889,1610612763,Grizzlies,MEM,Memphis,240:00,34,87,0.391,7,32,0.219,30,36,0.833,13,36,49,22,5,7,11,27,105,-5
22200883,1610612749,Bucks,MIL,Milwaukee,240:00,40,88,0.455,18,47,0.383,14,18,0.778,9,43,52,24,4,7,8,16,112,12
22200883,1610612741,Bulls,CHI,Chicago,240:00,37,97,0.381,10,32,0.313,16,21,0.762,15,36,51,19,4,2,5,17,100,-12
22200885,1610612756,Suns,PHX,Phoenix,240:00,42,89,0.472,11,31,0.355,12,16,0.75,7,31,38,30,10,2,12,24,107,-9
22200885,1610612746,Clippers,LAC,LA,240:00,40,82,0.488,11,34,0.324,25,27,0.926,8,35,43,29,8,2,14,19,116,9
22200884,1610612764,Wizards,WAS,Washington,240:00,43,95,0.453,14,35,0.4,14,17,0.824,13,36,49,25,13,6,15,14,114,8
22200884,1610612750,Timberwolves,MIN,Minnesota,240:00,39,95,0.411,8,29,0.276,20,22,0.909,16,37,53,21,8,5,18,16,106,-8
22200873,1610612759,Spurs,SAS,San Antonio,240:00,41,107,0.383,13,38,0.342,15,20,0.75,20,38,58,24,7,6,15,24,110,-10
22200873,1610612766,Hornets,CHA,Charlotte,240:00,43,96,0.448,14,35,0.4,20,29,0.69,15,43,58,26,8,12,15,17,120,10
22200875,1610612755,76ers,PHI,Philadelphia,240:00,39,78,0.5,13,27,0.481,27,29,0.931,8,30,38,24,7,4,11,22,118,6
22200875,1610612739,Cavaliers,CLE,Cleveland,240:00,41,82,0.5,10,30,0.333,20,25,0.8,10,25,35,23,7,5,8,17,112,-6
22200882,1610612740,Pelicans,NOP,New Orleans,240:00,39,89,0.438,7,25,0.28,17,24,0.708,13,37,50,24,5,3,15,28,102,-18
22200882,1610612747,Lakers,LAL,Los Angeles,240:00,44,83,0.53,10,37,0.27,22,36,0.611,6,37,43,32,5,8,10,23,120,18
22200874,1610612754,Pacers,IND,Indiana,240:00,39,82,0.476,18,43,0.419,21,22,0.955,6,35,41,27,6,5,17,19,117,4
22200874,1610612741,Bulls,CHI,Chicago,240:00,41,84,0.488,15,35,0.429,16,21,0.762,6,32,38,23,10,6,13,21,113,-4
22200877,1610612765,Pistons,DET,Detroit,240:00,43,84,0.512,11,29,0.379,12,16,0.75,6,29,35,24,6,4,14,16,109,-18
22200877,1610612738,Celtics,BOS,Boston,240:00,49,92,0.533,21,45,0.467,8,10,0.8,8,35,43,30,10,5,11,18,127,18
22200880,1610612760,Thunder,OKC,Oklahoma City,240:00,42,87,0.483,9,34,0.265,40,47,0.851,10,39,49,21,8,4,10,21,133,37
22200880,1610612745,Rockets,HOU,Houston,240:00,30,89,0.337,10,37,0.27,26,38,0.684,14,33,47,20,5,7,17,33,96,-37
22200878,1610612748,Heat,MIA,Miami,240:00,38,83,0.458,8,28,0.286,21,29,0.724,12,29,41,19,4,3,8,18,105,-11
22200878,1610612751,Nets,BKN,Brooklyn,240:00,41,77,0.532,17,39,0.436,17,20,0.85,5,31,36,26,3,5,11,27,116,11
22200876,1610612752,Knicks,NYK,New York,240:00,45,96,0.469,14,43,0.326,18,22,0.818,10,45,55,16,2,4,9,21,122,21
22200876,1610612737,Hawks,ATL,Atlanta,240:00,40,97,0.412,5,26,0.192,16,21,0.762,8,32,40,25,6,7,4,18,101,-21
22200879,1610612762,Jazz,UTA,Utah,240:00,42,91,0.462,12,36,0.333,15,19,0.789,15,46,61,24,2,8,23,20,111,-6
22200879,1610612763,Grizzlies,MEM,Memphis,240:00,43,107,0.402,14,40,0.35,17,25,0.68,17,29,46,24,13,9,4,21,117,6
22200868,1610612761,Raptors,TOR,Toronto,240:00,50,83,0.602,8,24,0.333,15,20,0.75,13,27,40,31,9,11,18,16,123,10
22200868,1610612753,Magic,ORL,Orlando,240:00,43,84,0.512,13,31,0.419,14,18,0.778,9,20,29,26,6,2,18,17,113,-10
22200870,1610612758,Kings,SAC,Sacramento,240:00,37,83,0.446,14,38,0.368,21,24,0.875,13,27,40,23,8,4,17,21,109,-11
22200870,1610612756,Suns,PHX,Phoenix,240:00,50,88,0.568,7,22,0.318,13,16,0.813,8,29,37,33,12,4,13,17,120,11
22200872,1610612764,Wizards,WAS,Washington,240:00,45,79,0.57,17,33,0.515,19,22,0.864,5,39,44,28,5,2,14,17,126,25
22200872,1610612757,Trail Blazers,POR,Portland,240:00,36,86,0.419,12,42,0.286,17,24,0.708,12,25,37,20,9,5,12,19,101,-25
22200869,1610612749,Bucks,MIL,Milwaukee,265:00,43,90,0.478,18,42,0.429,27,35,0.771,10,42,52,29,6,3,18,23,131,6
22200869,1610612738,Celtics,BOS,Boston,265:00,46,99,0.465,17,50,0.34,16,20,0.8,8,36,44,28,8,1,13,26,125,-6
22200871,1610612746,Clippers,LAC,LA,240:00,49,92,0.533,17,36,0.472,19,22,0.864,12,24,36,33,5,4,8,22,134,10
22200871,1610612744,Warriors,GSW,Golden State,240:00,45,83,0.542,15,34,0.441,19,27,0.704,8,28,36,28,2,1,11,22,124,-10
22200862,1610612752,Knicks,NYK,New York,240:00,45,82,0.549,15,34,0.441,19,26,0.731,6,32,38,18,4,3,8,24,124,18
22200862,1610612751,Nets,BKN,Brooklyn,240:00,35,78,0.449,12,29,0.414,24,33,0.727,10,29,39,18,3,3,10,19,106,-18
22200863,1610612753,Magic,ORL,Orlando,240:00,38,81,0.469,8,27,0.296,16,19,0.842,7,35,42,24,8,6,17,19,100,9
22200863,1610612741,Bulls,CHI,Chicago,240:00,35,86,0.407,3,21,0.143,18,19,0.947,10,34,44,17,8,3,16,21,91,-9
22200858,1610612759,Spurs,SAS,San Antonio,240:00,43,85,0.506,8,21,0.381,15,20,0.75,11,24,35,27,10,1,16,21,109,-8
22200858,1610612739,Cavaliers,CLE,Cleveland,240:00,44,78,0.564,9,28,0.321,20,25,0.8,11,25,36,21,8,6,14,16,117,8
22200859,1610612762,Jazz,UTA,Utah,240:00,43,85,0.506,15,33,0.455,22,25,0.88,11,35,46,24,5,3,18,17,123,6
22200859,1610612754,Pacers,IND,Indiana,240:00,46,91,0.505,11,34,0.324,14,20,0.7,8,24,32,30,11,7,11,21,117,-6
22200857,1610612766,Hornets,CHA,Charlotte,240:00,53,84,0.631,20,37,0.541,18,23,0.783,3,32,35,36,5,5,17,19,144,6
22200857,1610612737,Hawks,ATL,Atlanta,240:00,53,108,0.491,11,28,0.393,21,21,1.0,16,26,42,26,9,4,12,15,138,-6
22200860,1610612755,76ers,PHI,Philadelphia,240:00,46,82,0.561,15,34,0.441,16,17,0.941,7,31,38,26,11,7,16,24,123,19
22200860,1610612745,Rockets,HOU,Houston,240:00,35,86,0.407,6,24,0.25,28,31,0.903,15,27,42,17,10,2,17,15,104,-19
22200865,1610612750,Timberwolves,MIN,Minnesota,240:00,48,83,0.578,9,29,0.31,19,26,0.731,10,29,39,28,8,2,12,26,124,3
22200865,1610612742,Mavericks,DAL,Dallas,240:00,43,84,0.512,13,39,0.333,22,29,0.759,9,24,33,21,5,1,9,21,121,-3
22200864,1610612760,Thunder,OKC,Oklahoma City,240:00,38,90,0.422,9,33,0.273,15,18,0.833,14,29,43,20,8,3,16,17,100,-3
22200864,1610612740,Pelicans,NOP,New Orleans,240:00,39,74,0.527,9,30,0.3,16,18,0.889,4,29,33,19,13,8,18,21,103,3
22200867,1610612757,Trail Blazers,POR,Portland,240:00,46,97,0.474,23,47,0.489,12,13,0.923,8,34,42,27,7,9,7,15,127,12
22200867,1610612747,Lakers,LAL,Los Angeles,240:00,42,95,0.442,12,37,0.324,19,21,0.905,14,42,56,24,6,5,13,16,115,-12
22200850,1610612759,Spurs,SAS,San Antonio,240:00,40,94,0.426,11,37,0.297,15,17,0.882,14,35,49,25,9,5,19,17,106,-19
22200850,1610612737,Hawks,ATL,Atlanta,240:00,50,103,0.485,10,26,0.385,15,19,0.789,14,34,48,29,9,6,10,10,125,19
22200854,1610612758,Kings,SAC,Sacramento,265:00,51,100,0.51,8,32,0.25,23,25,0.92,11,39,50,22,9,0,7,17,133,5
22200854,1610612742,Mavericks,DAL,Dallas,265:00,47,91,0.516,20,51,0.392,14,19,0.737,7,36,43,27,4,4,15,19,128,-5
22200846,1610612755,76ers,PHI,Philadelphia,240:00,33,75,0.44,6,23,0.261,29,30,0.967,8,33,41,17,4,3,10,12,101,3
22200846,1610612751,Nets,BKN,Brooklyn,240:00,37,92,0.402,13,40,0.325,11,13,0.846,12,30,42,23,7,6,8,20,98,-3
22200852,1610612739,Cavaliers,CLE,Cleveland,240:00,36,86,0.419,9,35,0.257,16,19,0.842,10,29,39,26,9,4,12,15,97,8
22200852,1610612741,Bulls,CHI,Chicago,240:00,36,74,0.486,5,21,0.238,12,15,0.8,6,38,44,27,7,3,22,22,89,-8
22200851,1610612762,Jazz,UTA,Utah,240:00,45,88,0.511,9,32,0.281,21,28,0.75,11,27,38,23,3,7,10,24,120,-6
22200851,1610612752,Knicks,NYK,New York,240:00,43,95,0.453,12,36,0.333,28,38,0.737,20,32,52,18,6,4,6,24,126,6
22200844,1610612758,Kings,SAC,Sacramento,240:00,39,72,0.542,9,27,0.333,27,32,0.844,5,33,38,21,2,4,14,19,114,-8
22200844,1610612742,Mavericks,DAL,Dallas,240:00,43,88,0.489,18,43,0.419,18,19,0.947,11,28,39,34,4,0,9,19,122,8
22200845,1610612749,Bucks,MIL,Milwaukee,240:00,45,90,0.5,17,39,0.436,12,16,0.75,9,40,49,28,8,4,11,13,119,13
22200845,1610612746,Clippers,LAC,LA,240:00,42,85,0.494,11,33,0.333,11,14,0.786,3,32,35,17,5,7,9,12,106,-13
22200838,1610612766,Hornets,CHA,Charlotte,240:00,45,93,0.484,8,23,0.348,18,26,0.692,11,36,47,26,9,6,13,18,116,-11
22200838,1610612738,Celtics,BOS,Boston,240:00,44,89,0.494,25,55,0.455,14,17,0.824,5,38,43,34,7,7,15,22,127,11
22200836,1610612756,Suns,PHX,Phoenix,240:00,43,93,0.462,10,33,0.303,21,24,0.875,19,34,53,25,13,2,15,24,117,13
22200836,1610612754,Pacers,IND,Indiana,240:00,36,85,0.424,11,39,0.282,21,28,0.75,11,27,38,23,9,3,15,16,104,-13
22200839,1610612762,Jazz,UTA,Utah,240:00,47,87,0.54,6,24,0.25,22,29,0.759,9,37,46,31,6,6,17,20,122,6
22200839,1610612761,Raptors,TOR,Toronto,240:00,41,91,0.451,12,34,0.353,22,30,0.733,9,31,40,28,11,3,13,30,116,-6
22200842,1610612740,Pelicans,NOP,New Orleans,240:00,39,82,0.476,9,24,0.375,20,25,0.8,11,23,34,25,8,3,14,18,107,-11
22200842,1610612739,Cavaliers,CLE,Cleveland,240:00,48,85,0.565,10,28,0.357,12,15,0.8,12,29,41,28,9,5,11,22,118,11
22200843,1610612757,Trail Blazers,POR,Portland,240:00,42,76,0.553,16,40,0.4,29,31,0.935,9,23,32,29,3,5,18,27,129,-9
22200843,1610612760,Thunder,OKC,Oklahoma City,240:00,47,83,0.566,12,24,0.5,32,35,0.914,10,19,29,29,9,3,10,26,138,9
22200840,1610612748,Heat,MIA,Miami,240:00,32,77,0.416,12,38,0.316,21,22,0.955,6,34,40,21,11,6,16,23,97,2
22200840,1610612745,Rockets,HOU,Houston,240:00,35,84,0.417,7,30,0.233,18,24,0.75,10,37,47,23,11,4,16,21,95,-2
22200841,1610612750,Timberwolves,MIN,Minnesota,240:00,41,88,0.466,15,37,0.405,10,12,0.833,7,28,35,25,7,4,17,20,107,-21
22200841,1610612763,Grizzlies,MEM,Memphis,240:00,49,84,0.583,10,25,0.4,20,27,0.741,9,35,44,27,12,6,18,19,128,21
22200837,1610612755,76ers,PHI,Philadelphia,240:00,44,84,0.524,14,38,0.368,17,22,0.773,6,34,40,27,8,2,6,15,119,11
22200837,1610612752,Knicks,NYK,New York,240:00,43,81,0.531,11,32,0.344,11,16,0.688,4,31,35,23,1,5,12,17,108,-11
22200835,1610612759,Spurs,SAS,San Antonio,290:00,45,107,0.421,14,42,0.333,27,34,0.794,13,38,51,21,7,3,17,32,131,-7
22200835,1610612765,Pistons,DET,Detroit,290:00,46,107,0.43,7,37,0.189,39,49,0.796,21,41,62,29,6,5,15,29,138,7
22200832,1610612756,Suns,PHX,Phoenix,240:00,39,86,0.453,7,30,0.233,22,29,0.759,9,26,35,24,14,10,10,19,107,-9
22200832,1610612737,Hawks,ATL,Atlanta,240:00,43,95,0.453,10,29,0.345,20,27,0.741,20,39,59,23,6,4,18,22,116,9
22200831,1610612753,Magic,ORL,Orlando,240:00,47,97,0.485,9,27,0.333,12,19,0.632,15,32,47,24,12,6,10,16,115,11
22200831,1610612743,Nuggets,DEN,Denver,240:00,39,84,0.464,10,33,0.303,16,24,0.667,7,32,39,24,6,5,16,15,104,-11
22200833,1610612741,Bulls,CHI,Chicago,240:00,42,91,0.462,5,26,0.192,16,21,0.762,8,38,46,15,4,2,11,16,105,-11
22200833,1610612751,Nets,BKN,Brooklyn,240:00,39,91,0.429,17,44,0.386,21,25,0.84,11,38,49,26,8,1,11,20,116,11
22200834,1610612749,Bucks,MIL,Milwaukee,240:00,45,99,0.455,12,47,0.255,13,18,0.722,16,35,51,24,5,7,10,20,115,9
22200834,1610612747,Lakers,LAL,Los Angeles,240:00,42,89,0.472,7,18,0.389,15,21,0.714,11,32,43,23,2,2,12,19,106,-9
22200826,1610612761,Raptors,TOR,Toronto,240:00,43,88,0.489,10,28,0.357,16,21,0.762,9,42,51,21,11,7,16,19,112,14
22200826,1610612759,Spurs,SAS,San Antonio,240:00,35,87,0.402,9,32,0.281,19,27,0.704,7,32,39,24,11,4,12,18,98,-14
22200830,1610612757,Trail Blazers,POR,Portland,240:00,43,78,0.551,8,27,0.296,31,32,0.969,12,35,47,25,6,3,21,16,125,3
22200830,1610612744,Warriors,GSW,Golden State,240:00,46,97,0.474,21,49,0.429,9,10,0.9,10,22,32,31,11,2,11,24,122,-3
22200820,1610612750,Timberwolves,MIN,Minnesota,240:00,40,85,0.471,10,35,0.286,22,26,0.846,8,28,36,24,6,7,17,16,112,-34
22200820,1610612743,Nuggets,DEN,Denver,240:00,58,93,0.624,13,27,0.481,17,22,0.773,6,38,44,44,12,5,10,21,146,34
22200817,1610612756,Suns,PHX,Phoenix,240:00,43,92,0.467,9,31,0.29,21,28,0.75,16,32,48,31,10,4,15,24,116,4
22200817,1610612751,Nets,BKN,Brooklyn,240:00,38,79,0.481,9,28,0.321,27,31,0.871,5,31,36,25,11,2,16,21,112,-4
22200818,1610612740,Pelicans,NOP,New Orleans,240:00,45,91,0.495,12,32,0.375,14,21,0.667,13,34,47,28,8,2,9,19,116,9
22200818,1610612737,Hawks,ATL,Atlanta,240:00,38,85,0.447,12,36,0.333,19,25,0.76,10,31,41,30,4,6,11,21,107,-9
22200814,1610612760,Thunder,OKC,Oklahoma City,240:00,44,91,0.484,11,32,0.344,15,21,0.714,7,29,36,21,8,3,11,10,114,-27
22200814,1610612744,Warriors,GSW,Golden State,240:00,56,97,0.577,26,50,0.52,3,7,0.429,11,34,45,43,6,3,16,17,141,27
22200811,1610612759,Spurs,SAS,San Antonio,240:00,40,90,0.444,8,26,0.308,16,17,0.941,6,32,38,25,7,3,18,23,104,-24
22200811,1610612741,Bulls,CHI,Chicago,240:00,50,89,0.562,6,22,0.273,22,25,0.88,7,42,49,27,10,6,13,12,128,24
22200815,1610612757,Trail Blazers,POR,Portland,240:00,37,91,0.407,9,36,0.25,25,29,0.862,1,27,28,23,5,2,8,20,108,-19
22200815,1610612749,Bucks,MIL,Milwaukee,240:00,47,87,0.54,16,42,0.381,17,21,0.81,7,48,55,27,4,2,14,27,127,19
22200809,1610612764,Wizards,WAS,Washington,240:00,35,82,0.427,6,28,0.214,15,19,0.789,7,30,37,20,8,5,14,18,91,-23
22200809,1610612739,Cavaliers,CLE,Cleveland,240:00,44,78,0.564,12,29,0.414,14,20,0.7,7,36,43,26,9,6,16,15,114,23
22200808,1610612765,Pistons,DET,Detroit,240:00,37,87,0.425,9,33,0.273,16,21,0.762,9,33,42,22,9,6,9,20,99,-12
22200808,1610612738,Celtics,BOS,Boston,240:00,39,83,0.47,16,37,0.432,17,21,0.81,10,41,51,25,2,5,11,22,111,12
22200810,1610612746,Clippers,LAC,LA,240:00,44,92,0.478,12,30,0.4,24,30,0.8,11,35,46,20,11,5,7,19,124,8
22200810,1610612751,Nets,BKN,Brooklyn,240:00,41,84,0.488,16,31,0.516,18,22,0.818,8,34,42,21,4,5,16,26,116,-8
22200813,1610612762,Jazz,UTA,Utah,240:00,41,87,0.471,6,31,0.194,23,26,0.885,10,27,37,21,4,4,13,23,111,-13
22200813,1610612742,Mavericks,DAL,Dallas,240:00,41,88,0.466,15,39,0.385,27,31,0.871,17,32,49,26,6,4,13,25,124,13
22200812,1610612758,Kings,SAC,Sacramento,240:00,52,89,0.584,21,41,0.512,15,18,0.833,7,28,35,38,9,5,10,22,140,20
22200812,1610612745,Rockets,HOU,Houston,240:00,44,88,0.5,13,32,0.406,19,24,0.792,11,28,39,27,5,4,13,15,120,-20
22200804,1610612755,76ers,PHI,Philadelphia,240:00,30,74,0.405,7,25,0.28,30,36,0.833,8,36,44,23,4,4,11,23,97,-11
22200804,1610612752,Knicks,NYK,New York,240:00,34,79,0.43,12,36,0.333,28,39,0.718,14,35,49,21,5,1,9,28,108,11
22200803,1610612754,Pacers,IND,Indiana,240:00,40,92,0.435,8,32,0.25,15,22,0.682,12,30,42,28,3,6,13,20,103,-19
22200803,1610612739,Cavaliers,CLE,Cleveland,240:00,46,88,0.523,15,37,0.405,15,16,0.938,8,38,46,33,7,5,12,20,122,19
22200806,1610612750,Timberwolves,MIN,Minnesota,240:00,48,87,0.552,10,27,0.37,22,30,0.733,5,29,34,33,7,3,11,23,128,30
22200806,1610612743,Nuggets,DEN,Denver,240:00,34,71,0.479,6,25,0.24,24,31,0.774,3,34,37,19,6,5,21,23,98,-30
