GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MINUTES,PTS,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,BOX_OUTS
22201217,1610612755,76ers,PHI,Philadelphia,240.000000:00,134,46,27,19,17,1,9,22,2,2,4,2,4,6,3,6
22201217,1610612751,Nets,BKN,Brooklyn,240.000000:00,105,51,35,16,12,1,15,35,3,2,5,3,3,6,4,6
22201228,1610612762,Jazz,UTA,Utah,240.000000:00,117,60,37,23,8,0,9,21,2,2,4,0,3,3,2,3
22201228,1610612747,Lakers,LAL,Los Angeles,240.000000:00,128,60,43,17,17,0,11,28,1,4,5,0,7,7,2,7
22201230,1610612744,Warriors,GSW,Golden State,240.000000:00,157,59,37,22,14,0,8,21,2,4,6,4,4,7,5,8
22201230,1610612757,Trail Blazers,POR,Portland,240.000000:00,101,37,11,26,16,0,5,10,3,1,4,2,3,5,2,5
22201218,1610612766,Hornets,CHA,Charlotte,240.000000:00,106,48,32,16,15,0,13,28,1,0,1,0,5,5,1,5
22201218,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,95,43,21,22,9,0,15,38,2,2,4,2,3,5,2,5
22201229,1610612746,Clippers,LAC,LA,240.000000:00,119,43,30,13,15,0,8,16,4,1,5,0,6,3,0,6
22201229,1610612756,Suns,PHX,Phoenix,240.000000:00,114,39,32,7,5,0,7,17,2,2,4,0,10,9,3,10
22201222,1610612745,Rockets,HOU,Houston,240.000000:00,114,39,26,13,28,1,3,7,3,0,3,2,1,3,3,3
22201222,1610612764,Wizards,WAS,Washington,240.000000:00,109,37,28,9,22,0,5,12,3,4,7,1,4,5,3,5
22201223,1610612765,Pistons,DET,Detroit,240.000000:00,81,58,41,17,9,0,5,10,0,1,1,1,1,2,1,2
22201223,1610612741,Bulls,CHI,Chicago,240.000000:00,103,56,35,21,23,0,9,19,0,4,4,4,5,7,7,9
22201224,1610612759,Spurs,SAS,San Antonio,240.000000:00,138,43,21,22,5,0,2,4,3,2,5,0,0,0,0,0
22201224,1610612742,Mavericks,DAL,Dallas,240.000000:00,117,49,29,20,13,0,7,15,1,1,2,0,4,4,2,4
22201225,1610612740,Pelicans,NOP,New Orleans,240.000000:00,108,46,28,18,20,0,18,36,2,1,3,2,3,4,4,5
22201225,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,113,50,43,7,24,0,9,20,5,2,7,1,0,1,0,1
22201215,1610612757,Trail Blazers,POR,Portland,240.000000:00,125,42,24,18,17,0,8,20,0,2,2,0,4,4,1,4
22201215,1610612746,Clippers,LAC,LA,240.000000:00,136,43,24,19,10,0,8,17,1,3,4,1,0,1,0,1
22201214,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,151,59,39,20,16,1,12,29,4,2,6,1,0,1,1,1
22201214,1610612759,Spurs,SAS,San Antonio,240.000000:00,131,55,31,24,18,1,15,31,2,3,5,0,3,3,0,3
22201213,1610612743,Nuggets,DEN,Denver,240.000000:00,114,54,33,21,10,1,4,10,0,2,2,0,4,4,2,4
22201213,1610612762,Jazz,UTA,Utah,240.000000:00,118,45,24,21,10,2,8,19,2,2,4,1,4,5,5,5
