GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,STARTERS_BENCH,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
22200093,1610612742,Mavericks,DAL,Dallas,Starters,135:19,29,53,0.547,7,21,0.333,10,16,0.625,1,17,18,10,7,0,1,13,75
22200093,1610612753,Magic,ORL,Orlando,Starters,155:14,24,59,0.407,4,17,0.235,16,22,0.727,6,22,28,14,0,4,10,14,68
22200093,1610612742,DAL,Dallas,mavericks,Bench,104:41,12,30,0.4,4,14,0.286,11,12,0.917,4,15,19,5,3,1,3,9,39
22200093,1610612753,ORL,Orlando,magic,Bench,84:46,13,22,0.591,7,12,0.583,4,5,0.8,5,14,19,6,2,1,2,9,37
22200088,1610612740,Pelicans,NOP,New Orleans,Starters,162:09,35,71,0.493,11,24,0.458,5,8,0.625,9,26,35,20,6,0,7,8,86
22200088,1610612746,Clippers,LAC,LA,Starters,127:39,19,51,0.373,5,22,0.227,2,5,0.4,5,22,27,13,3,2,10,11,45
22200088,1610612740,NOP,New Orleans,pelicans,Bench,77:51,11,22,0.5,4,12,0.333,0,0,0.0,3,12,15,12,3,1,3,7,26
22200088,1610612746,LAC,LA,clippers,Bench,112:21,17,35,0.486,6,17,0.353,6,8,0.75,3,9,12,11,0,4,4,4,46
22200091,1610612744,Warriors,GSW,Golden State,Starters,143:39,27,69,0.391,11,32,0.344,16,17,0.941,9,19,28,17,5,2,9,13,81
22200091,1610612765,Pistons,DET,Detroit,Starters,172:59,34,66,0.515,12,28,0.429,31,34,0.912,7,29,36,18,1,2,10,14,111
22200091,1610612744,GSW,Golden State,warriors,Bench,96:21,12,23,0.522,1,7,0.143,8,8,1.0,4,10,14,6,3,2,5,11,33
22200091,1610612765,DET,Detroit,pistons,Bench,67:01,6,17,0.353,2,5,0.4,3,4,0.75,5,6,11,6,3,1,5,11,17
22200092,1610612750,Timberwolves,MIN,Minnesota,Starters,161:10,29,72,0.403,2,20,0.1,10,16,0.625,12,21,33,15,7,7,9,16,70
22200092,1610612759,Spurs,SAS,San Antonio,Starters,160:19,21,51,0.412,7,19,0.368,15,18,0.833,8,27,35,22,5,5,15,12,64
22200092,1610612750,MIN,Minnesota,timberwolves,Bench,78:50,11,27,0.407,2,9,0.222,4,4,1.0,4,8,12,6,4,0,2,7,28
22200092,1610612759,SAS,San Antonio,spurs,Bench,79:41,15,35,0.429,9,21,0.429,4,7,0.571,6,11,17,5,1,2,4,9,43
22200095,1610612743,Nuggets,DEN,Denver,Starters,159:23,32,71,0.451,13,30,0.433,11,14,0.786,8,30,38,17,2,6,5,9,88
22200095,1610612747,Lakers,LAL,Los Angeles,Starters,154:13,32,67,0.478,6,17,0.353,10,13,0.769,8,29,37,14,4,3,5,10,80
22200095,1610612743,DEN,Denver,nuggets,Bench,80:37,9,25,0.36,2,10,0.2,2,4,0.5,5,5,10,7,1,2,4,6,22
22200095,1610612747,LAL,Los Angeles,lakers,Bench,85:47,14,29,0.483,7,13,0.538,6,7,0.857,5,9,14,10,1,2,3,7,41
22200094,1610612745,Rockets,HOU,Houston,Starters,149:49,24,60,0.4,6,20,0.3,20,24,0.833,8,22,30,13,4,1,7,13,74
22200094,1610612756,Suns,PHX,Phoenix,Starters,152:38,30,54,0.556,8,25,0.32,11,17,0.647,2,19,21,23,2,6,4,12,79
22200094,1610612745,HOU,Houston,rockets,Bench,90:11,14,27,0.519,5,14,0.357,2,2,1.0,9,10,19,5,3,0,8,12,35
22200094,1610612756,PHX,Phoenix,suns,Bench,87:22,15,30,0.5,4,15,0.267,11,13,0.846,8,7,15,6,7,2,7,10,45
22200090,1610612739,Cavaliers,CLE,Cleveland,Starters,159:59,29,61,0.475,14,28,0.5,11,13,0.846,7,23,30,27,2,3,11,15,83
22200090,1610612752,Knicks,NYK,New York,Starters,148:02,27,57,0.474,6,15,0.4,6,13,0.462,7,21,28,19,7,0,8,17,66
22200090,1610612739,CLE,Cleveland,cavaliers,Bench,80:01,12,28,0.429,9,22,0.409,5,6,0.833,3,10,13,6,1,2,3,7,38
22200090,1610612752,NYK,New York,knicks,Bench,91:58,18,35,0.514,4,12,0.333,2,3,0.667,5,12,17,7,2,2,6,8,42
22200087,1610612762,Jazz,UTA,Utah,Starters,159:31,35,64,0.547,13,30,0.433,10,11,0.909,6,18,24,26,5,5,16,10,93
22200087,1610612763,Grizzlies,MEM,Memphis,Starters,145:21,38,68,0.559,10,22,0.455,11,15,0.733,5,17,22,18,7,2,14,16,97
22200087,1610612762,UTA,Utah,jazz,Bench,80:30,10,23,0.435,6,14,0.429,5,9,0.556,4,6,10,4,3,1,3,7,31
22200087,1610612763,MEM,Memphis,grizzlies,Bench,94:40,12,20,0.6,2,5,0.4,0,0,0.0,5,13,18,6,4,3,6,10,26
22200081,1610612748,Heat,MIA,Miami,Starters,172:25,32,66,0.485,7,15,0.467,23,27,0.852,6,19,25,16,6,3,8,14,94
