GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,STARTERS_BENCH,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
22200919,1610612766,CHA,Charlotte,hornets,Bench,93:34,10,26,0.385,3,7,0.429,13,15,0.867,3,18,21,7,4,2,3,10,36
22200920,1610612748,Heat,MIA,Miami,Starters,150:24,24,61,0.393,9,24,0.375,9,12,0.75,11,18,29,16,7,1,9,11,66
22200920,1610612755,76ers,PHI,Philadelphia,Starters,171:15,20,45,0.444,6,18,0.333,17,18,0.944,5,25,30,17,6,3,15,10,63
22200920,1610612748,MIA,Miami,heat,Bench,89:37,11,20,0.55,6,13,0.462,7,10,0.7,1,7,8,5,3,2,3,9,35
22200920,1610612755,PHI,Philadelphia,sixers,Bench,68:45,12,28,0.429,4,9,0.444,8,10,0.8,4,5,9,3,1,0,3,14,36
22200913,1610612742,Mavericks,DAL,Dallas,Starters,159:18,24,59,0.407,10,29,0.345,7,11,0.636,6,25,31,15,3,3,13,16,65
22200913,1610612747,Lakers,LAL,Los Angeles,Starters,169:18,36,77,0.468,4,24,0.167,19,25,0.76,15,29,44,20,8,4,7,12,95
22200913,1610612742,DAL,Dallas,mavericks,Bench,80:43,15,34,0.441,10,20,0.5,3,3,1.0,5,12,17,6,2,2,3,8,43
22200913,1610612747,LAL,Los Angeles,lakers,Bench,70:42,6,20,0.3,2,10,0.2,2,3,0.667,2,10,12,5,1,0,3,5,16
22200917,1610612745,Rockets,HOU,Houston,Starters,152:26,26,58,0.448,2,14,0.143,13,19,0.684,11,21,32,18,3,2,8,16,67
22200917,1610612757,Trail Blazers,POR,Portland,Starters,160:45,34,59,0.576,17,31,0.548,23,28,0.821,5,19,24,13,7,3,7,17,108
22200917,1610612745,HOU,Houston,rockets,Bench,87:34,19,42,0.452,5,12,0.417,4,6,0.667,7,9,16,6,4,0,5,10,47
22200917,1610612757,POR,Portland,blazers,Bench,79:16,8,18,0.444,3,8,0.375,4,7,0.571,1,12,13,7,0,4,6,4,23
22200914,1610612739,Cavaliers,CLE,Cleveland,Starters,152:19,39,63,0.619,15,25,0.6,9,11,0.818,8,23,31,21,4,4,7,7,102
22200914,1610612761,Raptors,TOR,Toronto,Starters,152:43,25,63,0.397,6,15,0.4,8,9,0.889,6,21,27,15,3,3,7,8,64
22200914,1610612739,CLE,Cleveland,cavaliers,Bench,87:41,5,21,0.238,3,11,0.273,3,3,1.0,0,14,14,10,3,1,6,10,16
22200914,1610612761,TOR,Toronto,raptors,Bench,87:17,11,30,0.367,3,10,0.3,4,6,0.667,7,9,16,4,1,1,7,8,29
22200918,1610612743,Nuggets,DEN,Denver,Starters,188:30,39,74,0.527,9,29,0.31,17,21,0.81,10,30,40,28,8,0,10,18,104
22200918,1610612746,Clippers,LAC,LA,Starters,159:08,29,51,0.569,4,14,0.286,24,28,0.857,2,26,28,13,7,4,9,15,86
22200918,1610612743,DEN,Denver,nuggets,Bench,76:30,10,22,0.455,4,10,0.4,6,10,0.6,1,9,10,7,2,3,4,5,30
22200918,1610612746,LAC,LA,clippers,Bench,105:52,15,39,0.385,7,20,0.35,1,2,0.5,4,6,10,11,4,1,3,10,38
22200915,1610612758,Kings,SAC,Sacramento,Starters,156:32,31,61,0.508,9,28,0.321,11,17,0.647,10,24,34,24,6,1,10,11,82
22200915,1610612760,Thunder,OKC,Oklahoma City,Starters,135:54,29,53,0.547,11,22,0.5,11,15,0.733,4,13,17,15,4,0,10,10,80
22200915,1610612758,SAC,Sacramento,kings,Bench,83:28,14,24,0.583,9,15,0.6,5,7,0.714,3,11,14,8,1,0,9,10,42
22200915,1610612760,OKC,Oklahoma City,thunder,Bench,104:06,12,33,0.364,5,18,0.278,6,8,0.75,5,15,20,9,6,0,4,9,35
22200911,1610612737,Hawks,ATL,Atlanta,Starters,134:06,33,64,0.516,9,17,0.529,14,19,0.737,10,15,25,15,3,1,11,7,89
22200911,1610612751,Nets,BKN,Brooklyn,Starters,177:37,32,61,0.525,9,27,0.333,18,20,0.9,5,26,31,16,10,6,6,15,91
22200911,1610612737,ATL,Atlanta,hawks,Bench,105:55,12,26,0.462,7,13,0.538,9,9,1.0,3,18,21,5,4,1,4,11,40
22200911,1610612751,BKN,Brooklyn,nets,Bench,62:23,11,26,0.423,5,12,0.417,9,9,1.0,1,5,6,4,2,0,3,6,36
22200916,1610612744,Warriors,GSW,Golden State,Starters,164:54,33,72,0.458,12,32,0.375,15,20,0.75,10,28,38,16,7,2,13,13,93
22200916,1610612750,Timberwolves,MIN,Minnesota,Starters,171:49,29,65,0.446,12,31,0.387,5,9,0.556,4,25,29,23,11,6,10,12,75
22200916,1610612744,GSW,Golden State,warriors,Bench,75:06,6,19,0.316,3,10,0.3,1,2,0.5,6,12,18,7,4,3,3,6,16
22200916,1610612750,MIN,Minnesota,timberwolves,Bench,68:11,9,25,0.36,5,14,0.357,6,12,0.5,6,8,14,3,0,2,6,6,29
22200912,1610612741,Bulls,CHI,Chicago,Starters,152:45,31,59,0.525,4,19,0.211,12,13,0.923,5,20,25,15,4,2,5,12,78
22200912,1610612764,Wizards,WAS,Washington,Starters,161:02,26,56,0.464,5,18,0.278,8,15,0.533,8,22,30,14,3,1,13,11,65
22200912,1610612741,CHI,Chicago,bulls,Bench,87:15,9,20,0.45,4,11,0.364,2,4,0.5,3,11,14,6,3,1,3,7,24
22200912,1610612764,WAS,Washington,wizards,Bench,78:58,6,20,0.3,1,10,0.1,4,8,0.5,4,8,12,8,2,0,3,7,17
22200910,1610612749,Bucks,MIL,Milwaukee,Starters,143:19,30,62,0.484,9,30,0.3,10,13,0.769,7,21,28,6,3,5,6,7,79
22200910,1610612756,Suns,PHX,Phoenix,Starters,172:57,32,74,0.432,5,15,0.333,9,16,0.563,14,23,37,19,4,3,11,11,78
22200910,1610612749,MIL,Milwaukee,bucks,Bench,96:42,8,25,0.32,4,15,0.267,5,8,0.625,4,13,17,9,1,2,5,13,25
22200910,1610612756,PHX,Phoenix,suns,Bench,67:03,8,21,0.381,3,9,0.333,4,6,0.667,5,13,18,2,0,2,1,11,23
22200903,1610612761,Raptors,TOR,Toronto,Starters,174:24,26,71,0.366,6,21,0.286,17,24,0.708,9,24,33,19,8,4,5,9,75
22200903,1610612765,Pistons,DET,Detroit,Starters,132:05,16,48,0.333,2,15,0.133,5,5,1.0,4,27,31,18,1,3,12,19,39
22200903,1610612761,TOR,Toronto,raptors,Bench,65:36,7,17,0.412,1,5,0.2,5,10,0.5,1,12,13,3,1,1,3,9,20
22200903,1610612765,DET,Detroit,pistons,Bench,107:55,22,46,0.478,4,9,0.444,4,9,0.444,13,18,31,8,3,2,1,8,52
22200908,1610612738,Celtics,BOS,Boston,Starters,163:27,33,65,0.508,12,26,0.462,5,7,0.714,7,24,31,15,6,1,12,14,83
22200908,1610612755,76ers,PHI,Philadelphia,Starters,180:54,29,60,0.483,9,22,0.409,28,33,0.848,7,29,36,17,4,3,8,10,95
22200908,1610612738,BOS,Boston,celtics,Bench,76:34,10,21,0.476,4,10,0.4,3,5,0.6,2,11,13,5,0,3,0,8,27
22200908,1610612755,PHI,Philadelphia,sixers,Bench,59:06,6,18,0.333,0,5,0.0,0,2,0.0,1,5,6,2,4,0,2,3,12
22200909,1610612759,Spurs,SAS,San Antonio,Starters,157:17,30,73,0.411,5,21,0.238,14,17,0.824,7,21,28,12,2,5,4,12,79
22200909,1610612762,Jazz,UTA,Utah,Starters,139:09,24,51,0.471,6,15,0.4,12,16,0.75,7,26,33,17,2,9,13,7,66
22200909,1610612759,SAS,San Antonio,spurs,Bench,82:43,8,24,0.333,4,13,0.308,3,4,0.75,2,11,13,9,3,1,5,9,23
22200909,1610612762,UTA,Utah,jazz,Bench,100:51,19,41,0.463,4,13,0.308,10,12,0.833,8,15,23,12,3,2,1,9,52
22200904,1610612748,Heat,MIA,Miami,Starters,158:31,28,61,0.459,10,25,0.4,27,32,0.844,4,28,32,19,4,2,10,14,93
22200904,1610612766,Hornets,CHA,Charlotte,Starters,159:36,26,67,0.388,8,27,0.296,12,16,0.75,9,22,31,18,5,1,12,14,72
22200904,1610612748,MIA,Miami,heat,Bench,81:29,4,19,0.211,1,11,0.091,1,2,0.5,3,7,10,5,3,1,6,11,10
22200904,1610612766,CHA,Charlotte,hornets,Bench,80:24,12,21,0.571,2,4,0.5,10,11,0.909,2,15,17,2,5,1,3,8,36
22200905,1610612753,Magic,ORL,Orlando,Starters,142:35,21,57,0.368,3,19,0.158,23,29,0.793,12,22,34,6,4,1,9,11,68
22200905,1610612754,Pacers,IND,Indiana,Starters,136:37,26,55,0.473,10,24,0.417,3,4,0.75,2,18,20,20,6,2,3,13,65
22200905,1610612753,ORL,Orlando,magic,Bench,97:25,14,33,0.424,3,10,0.3,9,9,1.0,3,18,21,10,0,7,4,8,40
22200905,1610612754,IND,Indiana,pacers,Bench,103:23,22,44,0.5,5,16,0.313,7,10,0.7,8,17,25,15,3,6,4,11,56
22200906,1610612740,Pelicans,NOP,New Orleans,Starters,149:24,27,70,0.386,5,25,0.2,7,8,0.875,7,14,21,15,4,0,5,11,66
22200906,1610612752,Knicks,NYK,New York,Starters,142:55,32,59,0.542,15,31,0.484,14,17,0.824,4,23,27,18,0,1,11,12,93
22200906,1610612740,NOP,New Orleans,pelicans,Bench,90:37,13,32,0.406,3,13,0.231,11,13,0.846,6,12,18,10,7,0,2,4,40
22200906,1610612752,NYK,New York,knicks,Bench,97:06,13,29,0.448,4,17,0.235,5,6,0.833,7,20,27,6,1,6,8,10,35
22200907,1610612743,Nuggets,DEN,Denver,Starters,116:19,17,47,0.362,2,19,0.105,5,6,0.833,6,16,22,10,2,2,7,7,41
22200907,1610612763,Grizzlies,MEM,Memphis,Starters,119:08,26,53,0.491,5,18,0.278,7,8,0.875,4,21,25,13,4,3,8,10,64
22200907,1610612743,DEN,Denver,nuggets,Bench,123:41,19,42,0.452,9,18,0.5,6,8,0.75,5,21,26,12,2,2,8,6,53
22200907,1610612763,MEM,Memphis,grizzlies,Bench,120:52,19,42,0.452,10,26,0.385,0,0,0.0,7,18,25,12,6,0,4,3,48
22200897,1610612748,Heat,MIA,Miami,Starters,119:07,22,52,0.423,4,18,0.222,9,14,0.643,3,20,23,8,2,1,5,6,57
22200897,1610612749,Bucks,MIL,Milwaukee,Starters,123:58,27,59,0.458,11,27,0.407,7,10,0.7,4,21,25,17,1,1,4,9,72
22200897,1610612748,MIA,Miami,heat,Bench,120:53,14,40,0.35,5,22,0.227,9,11,0.818,6,16,22,13,3,4,5,11,42
22200897,1610612749,MIL,Milwaukee,bucks,Bench,116:02,20,39,0.513,8,19,0.421,8,9,0.889,6,26,32,10,5,0,6,9,56
22200899,1610612756,Suns,PHX,Phoenix,Starters,154:09,28,57,0.491,5,18,0.278,16,19,0.842,6,27,33,17,2,3,8,14,77
22200899,1610612760,Thunder,OKC,Oklahoma City,Starters,151:30,30,68,0.441,10,27,0.37,14,19,0.737,9,23,32,15,3,1,4,11,84
22200899,1610612756,PHX,Phoenix,suns,Bench,85:51,14,33,0.424,9,20,0.45,10,13,0.769,9,12,21,6,3,2,3,8,47
22200899,1610612760,OKC,Oklahoma City,thunder,Bench,88:30,11,27,0.407,5,11,0.455,4,5,0.8,5,10,15,12,2,1,5,10,31
22200898,1610612750,Timberwolves,MIN,Minnesota,Starters,159:08,32,63,0.508,6,18,0.333,8,13,0.615,4,28,32,16,4,8,11,10,78
22200898,1610612766,Hornets,CHA,Charlotte,Starters,156:35,35,70,0.5,9,22,0.409,17,19,0.895,8,32,40,20,7,3,7,11,96
22200898,1610612750,MIN,Minnesota,timberwolves,Bench,80:52,14,30,0.467,5,15,0.333,2,3,0.667,3,10,13,9,2,3,4,10,35
22200898,1610612766,CHA,Charlotte,hornets,Bench,83:25,8,22,0.364,1,6,0.167,8,9,0.889,3,9,12,5,3,1,4,6,25
22200895,1610612752,Knicks,NYK,New York,Starters,151:12,34,69,0.493,9,21,0.429,11,12,0.917,6,16,22,16,6,2,6,10,88
22200895,1610612764,Wizards,WAS,Washington,Starters,151:00,27,56,0.482,11,28,0.393,12,12,1.0,1,17,18,16,3,4,16,17,77
22200895,1610612752,NYK,New York,knicks,Bench,88:48,11,23,0.478,3,8,0.375,2,4,0.5,6,15,21,5,3,0,6,7,27
22200895,1610612764,WAS,Washington,wizards,Bench,89:00,12,23,0.522,8,16,0.5,0,0,0.0,2,14,16,9,3,2,1,3,32
22200893,1610612744,Warriors,GSW,Golden State,Starters,129:24,20,61,0.328,8,30,0.267,11,12,0.917,7,13,20,15,8,2,6,12,59
22200893,1610612747,Lakers,LAL,Los Angeles,Starters,104:48,20,48,0.417,9,19,0.474,7,12,0.583,9,28,37,15,3,2,8,8,56
22200893,1610612744,GSW,Golden State,warriors,Bench,110:36,20,44,0.455,6,19,0.316,6,9,0.667,10,18,28,9,2,1,4,11,52
22200893,1610612747,LAL,Los Angeles,lakers,Bench,135:12,22,38,0.579,7,11,0.636,17,22,0.773,1,20,21,15,5,1,6,12,68
22200887,1610612738,Celtics,BOS,Boston,Starters,179:11,32,70,0.457,8,24,0.333,19,23,0.826,17,22,39,20,5,3,12,13,91
22200887,1610612754,Pacers,IND,Indiana,Starters,170:18,32,57,0.561,16,36,0.444,14,16,0.875,4,15,19,21,6,3,10,15,94
22200887,1610612738,BOS,Boston,celtics,Bench,85:49,19,29,0.655,10,15,0.667,3,3,1.0,3,9,12,11,2,3,3,5,51
22200887,1610612754,IND,Indiana,pacers,Bench,94:42,17,37,0.459,6,13,0.462,4,6,0.667,6,12,18,12,4,2,4,8,44
22200886,1610612739,Cavaliers,CLE,Cleveland,Starters,160:04,35,72,0.486,5,17,0.294,16,17,0.941,10,18,28,12,8,1,6,16,91
22200886,1610612743,Nuggets,DEN,Denver,Starters,158:28,31,58,0.534,16,29,0.552,14,15,0.933,11,20,31,25,7,3,12,9,92
22200886,1610612739,CLE,Cleveland,cavaliers,Bench,79:56,8,18,0.444,1,9,0.111,1,3,0.333,3,10,13,12,2,1,4,5,18
22200886,1610612743,DEN,Denver,nuggets,Bench,81:32,8,26,0.308,1,7,0.143,6,8,0.75,7,9,16,5,0,1,4,11,23
22200894,1610612757,Trail Blazers,POR,Portland,Starters,152:58,26,57,0.456,12,27,0.444,8,9,0.889,6,18,24,17,8,1,7,12,72
22200894,1610612758,Kings,SAC,Sacramento,Starters,132:12,30,48,0.625,7,18,0.389,17,19,0.895,6,22,28,16,6,2,11,4,84
22200894,1610612757,POR,Portland,blazers,Bench,87:02,17,36,0.472,4,11,0.364,6,8,0.75,3,6,9,9,4,2,5,11,44
22200894,1610612758,SAC,Sacramento,kings,Bench,107:48,17,37,0.459,7,16,0.438,8,12,0.667,6,15,21,11,3,2,7,12,49
22200892,1610612760,Thunder,OKC,Oklahoma City,Starters,179:10,32,80,0.4,4,19,0.211,20,26,0.769,18,24,42,16,6,3,8,14,88
22200892,1610612762,Jazz,UTA,Utah,Starters,179:45,32,69,0.464,9,30,0.3,22,25,0.88,12,34,46,19,4,9,16,17,95
22200892,1610612760,OKC,Oklahoma City,thunder,Bench,85:50,13,32,0.406,4,18,0.222,1,1,1.0,2,10,12,7,2,0,2,9,31
22200892,1610612762,UTA,Utah,jazz,Bench,85:16,10,31,0.323,4,18,0.222,1,2,0.5,5,7,12,7,4,1,5,12,25
22200891,1610612742,Mavericks,DAL,Dallas,Starters,138:38,29,50,0.58,10,20,0.5,16,20,0.8,3,18,21,20,6,3,4,10,84
22200891,1610612759,Spurs,SAS,San Antonio,Starters,151:47,31,61,0.508,7,18,0.389,14,20,0.7,5,24,29,22,2,1,13,11,83
22200891,1610612742,DAL,Dallas,mavericks,Bench,101:22,17,32,0.531,12,22,0.545,12,16,0.75,0,15,15,7,4,2,2,8,58
22200891,1610612759,SAS,San Antonio,spurs,Bench,88:13,14,25,0.56,3,7,0.429,2,3,0.667,5,11,16,8,2,0,3,14,33
22200889,1610612755,76ers,PHI,Philadelphia,Starters,157:27,24,56,0.429,12,25,0.48,24,30,0.8,6,31,37,18,3,9,9,17,84
22200889,1610612763,Grizzlies,MEM,Memphis,Starters,145:05,22,64,0.344,6,26,0.231,21,22,0.955,8,20,28,13,3,5,8,11,71
22200889,1610612755,PHI,Philadelphia,sixers,Bench,82:33,10,28,0.357,1,11,0.091,5,6,0.833,1,5,6,7,0,1,1,9,26
22200889,1610612763,MEM,Memphis,grizzlies,Bench,94:55,12,23,0.522,1,6,0.167,9,14,0.643,5,16,21,9,2,2,3,16,34
22200883,1610612741,Bulls,CHI,Chicago,Starters,165:55,26,71,0.366,7,23,0.304,12,13,0.923,6,27,33,11,3,0,3,12,71
22200883,1610612749,Bucks,MIL,Milwaukee,Starters,130:33,32,60,0.533,11,26,0.423,7,10,0.7,4,25,29,21,1,4,7,7,82
22200883,1610612741,CHI,Chicago,bulls,Bench,74:05,11,26,0.423,3,9,0.333,4,8,0.5,9,9,18,8,1,2,2,5,29
22200883,1610612749,MIL,Milwaukee,bucks,Bench,109:27,8,28,0.286,7,21,0.333,7,8,0.875,5,18,23,3,3,3,1,9,30
22200885,1610612746,Clippers,LAC,LA,Starters,155:59,32,64,0.5,7,24,0.292,14,16,0.875,8,23,31,16,4,1,10,14,85
22200885,1610612756,Suns,PHX,Phoenix,Starters,167:36,27,59,0.458,9,22,0.409,9,12,0.75,4,19,23,21,7,2,9,13,72
22200885,1610612746,LAC,LA,clippers,Bench,84:01,8,18,0.444,4,10,0.4,11,11,1.0,0,12,12,13,4,1,4,5,31
22200885,1610612756,PHX,Phoenix,suns,Bench,72:26,15,30,0.5,2,9,0.222,3,4,0.75,3,12,15,9,3,0,3,11,35
22200884,1610612750,Timberwolves,MIN,Minnesota,Starters,170:24,31,70,0.443,6,19,0.316,16,18,0.889,13,26,39,19,7,4,11,12,84
22200884,1610612764,Wizards,WAS,Washington,Starters,141:51,29,69,0.42,9,25,0.36,9,11,0.818,5,23,28,16,7,5,10,9,76
22200884,1610612750,MIN,Minnesota,timberwolves,Bench,69:37,8,25,0.32,2,10,0.2,4,4,1.0,3,11,14,2,1,1,7,4,22
22200884,1610612764,WAS,Washington,wizards,Bench,98:09,14,26,0.538,5,10,0.5,5,6,0.833,8,13,21,9,6,1,5,5,38
22200873,1610612759,Spurs,SAS,San Antonio,Starters,159:36,29,70,0.414,7,21,0.333,11,12,0.917,7,30,37,16,5,3,10,13,76
22200873,1610612766,Hornets,CHA,Charlotte,Starters,162:25,32,69,0.464,9,25,0.36,15,22,0.682,10,32,42,23,6,7,12,13,88
22200873,1610612759,SAS,San Antonio,spurs,Bench,80:24,12,37,0.324,6,17,0.353,4,8,0.5,13,8,21,8,2,3,5,11,34
22200873,1610612766,CHA,Charlotte,hornets,Bench,77:35,11,27,0.407,5,10,0.5,5,7,0.714,5,11,16,3,2,5,3,4,32
22200875,1610612739,Cavaliers,CLE,Cleveland,Starters,176:29,37,69,0.536,8,22,0.364,18,23,0.783,9,15,24,18,5,2,5,15,100
22200875,1610612755,76ers,PHI,Philadelphia,Starters,167:29,27,53,0.509,10,20,0.5,24,25,0.96,4,21,25,21,6,2,6,10,88
22200875,1610612739,CLE,Cleveland,cavaliers,Bench,63:31,4,13,0.308,2,8,0.25,2,2,1.0,1,10,11,5,2,3,3,2,12
22200875,1610612755,PHI,Philadelphia,sixers,Bench,72:32,12,25,0.48,3,7,0.429,3,4,0.75,4,9,13,3,1,2,5,12,30
22200882,1610612740,Pelicans,NOP,New Orleans,Starters,149:58,29,61,0.475,5,17,0.294,9,11,0.818,7,19,26,17,3,2,10,14,72
22200882,1610612747,Lakers,LAL,Los Angeles,Starters,137:56,31,55,0.564,5,18,0.278,17,25,0.68,3,22,25,22,4,4,7,9,84
22200882,1610612740,NOP,New Orleans,pelicans,Bench,90:02,10,28,0.357,2,8,0.25,8,13,0.615,6,18,24,7,2,1,5,14,30
22200882,1610612747,LAL,Los Angeles,lakers,Bench,102:04,13,28,0.464,5,19,0.263,5,11,0.455,3,15,18,10,1,4,3,14,36
22200874,1610612741,Bulls,CHI,Chicago,Starters,179:51,31,68,0.456,10,25,0.4,13,17,0.765,4,22,26,20,5,4,8,16,85
22200874,1610612754,Pacers,IND,Indiana,Starters,154:06,26,53,0.491,12,28,0.429,19,19,1.0,3,23,26,20,1,5,11,10,83
22200874,1610612741,CHI,Chicago,bulls,Bench,60:09,10,16,0.625,5,10,0.5,3,4,0.75,2,10,12,3,5,2,5,5,28
22200874,1610612754,IND,Indiana,pacers,Bench,85:54,13,29,0.448,6,15,0.4,2,3,0.667,3,12,15,7,5,0,6,9,34
22200877,1610612738,Celtics,BOS,Boston,Starters,145:55,30,60,0.5,12,27,0.444,6,8,0.75,6,26,32,20,9,2,9,12,78
22200877,1610612765,Pistons,DET,Detroit,Starters,140:10,28,52,0.538,8,21,0.381,7,10,0.7,4,22,26,16,3,1,11,9,71
22200877,1610612738,BOS,Boston,celtics,Bench,94:05,19,32,0.594,9,18,0.5,2,2,1.0,2,9,11,10,1,3,2,6,49
22200877,1610612765,DET,Detroit,pistons,Bench,99:50,15,32,0.469,3,8,0.375,5,6,0.833,2,7,9,8,3,3,3,7,38
22200880,1610612745,Rockets,HOU,Houston,Starters,113:22,16,46,0.348,5,14,0.357,15,22,0.682,10,19,29,9,2,4,9,15,52
22200880,1610612760,Thunder,OKC,Oklahoma City,Starters,125:35,26,51,0.51,4,15,0.267,22,25,0.88,5,23,28,17,5,3,6,14,78
22200880,1610612745,HOU,Houston,rockets,Bench,126:38,14,43,0.326,5,23,0.217,11,16,0.688,4,14,18,11,3,3,8,18,44
22200880,1610612760,OKC,Oklahoma City,thunder,Bench,114:25,16,36,0.444,5,19,0.263,18,22,0.818,5,16,21,4,3,1,4,7,55
22200878,1610612748,Heat,MIA,Miami,Starters,175:52,33,70,0.471,6,21,0.286,17,23,0.739,9,21,30,16,2,3,6,11,89
22200878,1610612751,Nets,BKN,Brooklyn,Starters,151:12,28,50,0.56,10,23,0.435,12,13,0.923,5,21,26,14,2,5,6,15,78
22200878,1610612748,MIA,Miami,heat,Bench,64:10,5,13,0.385,2,7,0.286,4,6,0.667,3,8,11,3,2,0,2,7,16
22200878,1610612751,BKN,Brooklyn,nets,Bench,88:48,13,27,0.481,7,16,0.438,5,7,0.714,0,10,10,12,1,0,5,12,38
22200876,1610612737,Hawks,ATL,Atlanta,Starters,141:18,23,57,0.404,3,17,0.176,14,18,0.778,2,18,20,18,5,4,2,10,63
22200876,1610612752,Knicks,NYK,New York,Starters,150:46,28,63,0.444,6,26,0.231,16,20,0.8,5,29,34,10,1,0,8,12,78
22200876,1610612737,ATL,Atlanta,hawks,Bench,98:42,17,40,0.425,2,9,0.222,2,3,0.667,6,14,20,7,1,3,2,8,38
22200876,1610612752,NYK,New York,knicks,Bench,89:14,17,33,0.515,8,17,0.471,2,2,1.0,5,16,21,6,1,4,1,9,44
22200879,1610612762,Jazz,UTA,Utah,Starters,147:38,28,59,0.475,8,25,0.32,11,12,0.917,10,28,38,14,1,4,17,9,75
22200879,1610612763,Grizzlies,MEM,Memphis,Starters,160:10,34,85,0.4,8,29,0.276,13,20,0.65,13,24,37,16,11,8,4,16,89
22200879,1610612762,UTA,Utah,jazz,Bench,92:22,14,32,0.438,4,11,0.364,4,7,0.571,5,18,23,10,1,4,6,11,36
22200879,1610612763,MEM,Memphis,grizzlies,Bench,79:50,9,22,0.409,6,11,0.545,4,5,0.8,4,5,9,8,2,1,0,5,28
22200868,1610612753,Magic,ORL,Orlando,Starters,154:42,28,55,0.509,8,18,0.444,9,12,0.75,4,10,14,20,3,2,12,12,73
22200868,1610612761,Raptors,TOR,Toronto,Starters,183:30,38,66,0.576,6,17,0.353,12,16,0.75,11,21,32,29,7,10,14,12,94
22200868,1610612753,ORL,Orlando,magic,Bench,85:18,15,29,0.517,5,13,0.385,5,6,0.833,5,10,15,6,3,0,6,5,40
22200868,1610612761,TOR,Toronto,raptors,Bench,56:30,12,17,0.706,2,7,0.286,3,4,0.75,2,6,8,2,2,1,4,4,29
22200870,1610612756,Suns,PHX,Phoenix,Starters,172:33,43,71,0.606,6,12,0.5,11,14,0.786,7,23,30,29,9,3,11,12,103
22200870,1610612758,Kings,SAC,Sacramento,Starters,167:49,32,63,0.508,11,27,0.407,19,22,0.864,11,18,29,19,4,4,11,13,94
22200870,1610612756,PHX,Phoenix,suns,Bench,67:26,7,17,0.412,1,10,0.1,2,2,1.0,1,6,7,4,3,1,2,5,17
22200870,1610612758,SAC,Sacramento,kings,Bench,72:12,5,20,0.25,3,11,0.273,2,2,1.0,2,9,11,4,4,0,6,8,15
